date,tournament,round,player_1,player_2,score
2021-01-15T18:30:42.059-05:00,ToughLoveGauntlet002,1,Meatloafidklol (Dangerous Bean #somethingidk),TheBiggestCheese,3-0
2021-01-15T18:30:42.064-05:00,ToughLoveGauntlet002,1,Wiltonlaws,Kero (Cute Carrot #6075),2-3
2021-01-15T18:30:42.069-05:00,ToughLoveGauntlet002,1,Astrian,Mikey_Mike_,3-0
2021-01-15T18:30:42.074-05:00,ToughLoveGauntlet002,1,Kitten05,hot salmon#9857,3-0
2021-01-15T18:30:42.079-05:00,ToughLoveGauntlet002,2,Meatloafidklol (Dangerous Bean #somethingidk),Kero (Cute Carrot #6075),3-0
2021-01-15T18:30:42.083-05:00,ToughLoveGauntlet002,2,Astrian,Kitten05,3-0
2021-01-15T18:30:42.087-05:00,ToughLoveGauntlet002,3,Meatloafidklol (Dangerous Bean #somethingidk),Astrian,3-2
2021-01-15T18:30:42.091-05:00,ToughLoveGauntlet002,-1,TheBiggestCheese,Wiltonlaws,1-3
2021-01-15T18:30:42.095-05:00,ToughLoveGauntlet002,-1,Mikey_Mike_,hot salmon#9857,1-3
2021-01-15T18:30:42.099-05:00,ToughLoveGauntlet002,-2,Kitten05,Wiltonlaws,2-3
2021-01-15T18:30:42.103-05:00,ToughLoveGauntlet002,-2,Kero (Cute Carrot #6075),hot salmon#9857,3-1
2021-01-15T18:30:42.107-05:00,ToughLoveGauntlet002,-3,Wiltonlaws,Kero (Cute Carrot #6075),3-0
2021-01-15T18:30:42.111-05:00,ToughLoveGauntlet002,-4,Astrian,Wiltonlaws,3-1
2021-01-15T18:30:42.115-05:00,ToughLoveGauntlet002,4,Meatloafidklol (Dangerous Bean #somethingidk),Astrian,3-2
2021-02-13T12:36:29.771+13:00,ToughLoveGauntlet006,1,Wiltonlaws,SWAG | Waddle,2-0
2021-02-13T12:36:29.776+13:00,ToughLoveGauntlet006,1,ProfDeka (Bitter Pancake #7981),Handsome_Phil,1-2
2021-02-13T12:36:29.781+13:00,ToughLoveGauntlet006,2,Handsome_Phil,Wiltonlaws,2-1
2021-02-13T12:36:29.785+13:00,ToughLoveGauntlet006,2,SWAG | Waddle,ProfDeka (Bitter Pancake #7981),2-1
2021-02-13T12:36:29.789+13:00,ToughLoveGauntlet006,3,ProfDeka (Bitter Pancake #7981),Wiltonlaws,2-0
2021-02-13T12:36:29.792+13:00,ToughLoveGauntlet006,3,SWAG | Waddle,Handsome_Phil,0-2
2021-02-13T12:36:29.796+13:00,ToughLoveGauntlet006,4,SWAG | Waddle,Wiltonlaws,0-2
2021-02-13T12:36:29.800+13:00,ToughLoveGauntlet006,4,Handsome_Phil,ProfDeka (Bitter Pancake #7981),2-0
2021-02-13T12:36:29.803+13:00,ToughLoveGauntlet006,5,Wiltonlaws,Handsome_Phil,1-2
2021-02-13T12:36:29.807+13:00,ToughLoveGauntlet006,5,ProfDeka (Bitter Pancake #7981),SWAG | Waddle,2-1
2021-02-13T12:36:29.810+13:00,ToughLoveGauntlet006,6,Wiltonlaws,ProfDeka (Bitter Pancake #7981),2-0
2021-02-13T12:36:29.815+13:00,ToughLoveGauntlet006,6,Handsome_Phil,SWAG | Waddle,2-0
2021-02-26T15:32:28.275-08:00,ToughLoveGauntlet007,1,coffeeground | NiceRamen 8524,Yourlocalriverguide,2-0
2021-02-26T15:32:28.287-08:00,ToughLoveGauntlet007,1,CoconutWater,Blaze%,0-2
2021-02-26T15:32:28.297-08:00,ToughLoveGauntlet007,1,kaywayz,EllingtonReborn,2-1
2021-02-26T15:32:28.306-08:00,ToughLoveGauntlet007,1,eskimo,Exquisite_Buns,2-0
2021-02-26T15:32:28.318-08:00,ToughLoveGauntlet007,1,shyguyking,SWAG | Waddle,0-2
2021-02-26T15:32:28.328-08:00,ToughLoveGauntlet007,1,Wiltonlaws,mynameisdk,2-0
2021-02-26T15:32:28.344-08:00,ToughLoveGauntlet007,1,ParadoxSSF2,Chewy Lime#8289,0-2
2021-02-26T15:32:28.350-08:00,ToughLoveGauntlet007,2,Handsome_Phil,coffeeground | NiceRamen 8524,2-0
2021-02-26T15:32:28.362-08:00,ToughLoveGauntlet007,2,Blaze%,kaywayz,2-1
2021-02-26T15:32:28.371-08:00,ToughLoveGauntlet007,2,eskimo,SWAG | Waddle,0-2
2021-02-26T15:32:28.379-08:00,ToughLoveGauntlet007,2,Wiltonlaws,Chewy Lime#8289,2-0
2021-02-26T15:32:28.386-08:00,ToughLoveGauntlet007,3,Handsome_Phil,Blaze%,3-0
2021-02-26T15:32:28.392-08:00,ToughLoveGauntlet007,3,SWAG | Waddle,Wiltonlaws,0-3
2021-02-26T15:32:28.397-08:00,ToughLoveGauntlet007,4,Handsome_Phil,Wiltonlaws,3-2
2021-02-26T15:32:28.402-08:00,ToughLoveGauntlet007,-1,CoconutWater,EllingtonReborn,2-0
2021-02-26T15:32:28.407-08:00,ToughLoveGauntlet007,-1,Exquisite_Buns,shyguyking,2-1
2021-02-26T15:32:28.412-08:00,ToughLoveGauntlet007,-1,mynameisdk,ParadoxSSF2,0-2
2021-02-26T15:32:28.417-08:00,ToughLoveGauntlet007,-2,Chewy Lime#8289,Yourlocalriverguide,2-0
2021-02-26T15:32:28.422-08:00,ToughLoveGauntlet007,-2,eskimo,CoconutWater,2-0
2021-02-26T15:32:28.428-08:00,ToughLoveGauntlet007,-2,kaywayz,Exquisite_Buns,2-1
2021-02-26T15:32:28.432-08:00,ToughLoveGauntlet007,-2,coffeeground | NiceRamen 8524,ParadoxSSF2,2-1
2021-02-26T15:32:28.437-08:00,ToughLoveGauntlet007,-3,Chewy Lime#8289,eskimo,1-3
2021-02-26T15:32:28.441-08:00,ToughLoveGauntlet007,-3,kaywayz,coffeeground | NiceRamen 8524,0--1
2021-02-26T15:32:28.446-08:00,ToughLoveGauntlet007,-4,Blaze%,eskimo,2-3
2021-02-26T15:32:28.450-08:00,ToughLoveGauntlet007,-4,SWAG | Waddle,kaywayz,0--1
2021-02-26T15:32:28.454-08:00,ToughLoveGauntlet007,-5,eskimo,SWAG | Waddle,3-1
2021-02-26T15:32:28.461-08:00,ToughLoveGauntlet007,-6,Wiltonlaws,eskimo,2-3
2021-02-26T15:32:28.466-08:00,ToughLoveGauntlet007,5,Handsome_Phil,eskimo,3-1
2021-03-12T18:42:30.100-05:00,ToughLoveGauntlet009,1,Handsome_Phil,H_kun99,0--1
2021-03-12T18:42:30.111-05:00,ToughLoveGauntlet009,1,smaax,Puzzlebox,2-0
2021-03-12T18:42:30.123-05:00,ToughLoveGauntlet009,1,SWAG | Waddle,lolcarrots,2-0
2021-03-12T18:42:30.130-05:00,ToughLoveGauntlet009,1,ParadoxSSF2,Snicker Doodle,2-1
2021-03-12T18:42:30.138-05:00,ToughLoveGauntlet009,2,Handsome_Phil,smaax,2-0
2021-03-12T18:42:30.145-05:00,ToughLoveGauntlet009,2,SWAG | Waddle,ParadoxSSF2,2-0
2021-03-12T18:42:30.152-05:00,ToughLoveGauntlet009,3,Handsome_Phil,SWAG | Waddle,3-0
2021-03-12T18:42:30.157-05:00,ToughLoveGauntlet009,-1,H_kun99,Puzzlebox,0-2
2021-03-12T18:42:30.167-05:00,ToughLoveGauntlet009,-1,lolcarrots,Snicker Doodle,2-0
2021-03-12T18:42:30.176-05:00,ToughLoveGauntlet009,-2,ParadoxSSF2,Puzzlebox,0-2
2021-03-12T18:42:30.187-05:00,ToughLoveGauntlet009,-2,smaax,lolcarrots,2-0
2021-03-12T18:42:30.194-05:00,ToughLoveGauntlet009,-3,Puzzlebox,smaax,0-3
2021-03-12T18:42:30.200-05:00,ToughLoveGauntlet009,-4,SWAG | Waddle,smaax,3-0
2021-03-12T18:42:30.206-05:00,ToughLoveGauntlet009,4,Handsome_Phil,SWAG | Waddle,3-1
2021-03-20T05:45:24.242+07:00,ToughLoveGauntlet010,1,kaywayz,Meep,2-1
2021-03-20T05:45:24.247+07:00,ToughLoveGauntlet010,1,ESGR (Sturdy Lemon #7871),Dysarethropoet (Tempting Lemon),2-1
2021-03-20T05:45:24.251+07:00,ToughLoveGauntlet010,1,Wiltonlaws,Noot,2-1
2021-03-20T05:45:24.255+07:00,ToughLoveGauntlet010,1,SWAG | Waddle,WarioKun,1-0
2021-03-20T05:45:24.260+07:00,ToughLoveGauntlet010,1,CoconutWater,bb7_risotto_6520,2-0
2021-03-20T05:45:24.264+07:00,ToughLoveGauntlet010,1,slyf0x,Hats (Salty Milk #3781),2-0
2021-03-20T05:45:24.268+07:00,ToughLoveGauntlet010,1,AuTomaton,EllingtonReborn,2-0
2021-03-20T05:45:24.272+07:00,ToughLoveGauntlet010,2,Blaze%,kaywayz,2-0
2021-03-20T05:45:24.277+07:00,ToughLoveGauntlet010,2,ESGR (Sturdy Lemon #7871),Wiltonlaws,0-2
2021-03-20T05:45:24.282+07:00,ToughLoveGauntlet010,2,SWAG | Waddle,CoconutWater,0-2
2021-03-20T05:45:24.286+07:00,ToughLoveGauntlet010,2,slyf0x,AuTomaton,2-0
2021-03-20T05:45:24.290+07:00,ToughLoveGauntlet010,3,Blaze%,Wiltonlaws,3-1
2021-03-20T05:45:24.294+07:00,ToughLoveGauntlet010,3,CoconutWater,slyf0x,1-3
2021-03-20T05:45:24.298+07:00,ToughLoveGauntlet010,4,Blaze%,slyf0x,2-3
2021-03-20T05:45:24.302+07:00,ToughLoveGauntlet010,-1,Dysarethropoet (Tempting Lemon),Noot,2-0
2021-03-20T05:45:24.308+07:00,ToughLoveGauntlet010,-1,WarioKun,bb7_risotto_6520,0-2
2021-03-20T05:45:24.312+07:00,ToughLoveGauntlet010,-1,Hats (Salty Milk #3781),EllingtonReborn,0-2
2021-03-20T05:45:24.317+07:00,ToughLoveGauntlet010,-2,AuTomaton,Meep,0-2
2021-03-20T05:45:24.321+07:00,ToughLoveGauntlet010,-2,SWAG | Waddle,Dysarethropoet (Tempting Lemon),2-0
2021-03-20T05:45:24.326+07:00,ToughLoveGauntlet010,-2,ESGR (Sturdy Lemon #7871),bb7_risotto_6520,2-0
2021-03-20T05:45:24.331+07:00,ToughLoveGauntlet010,-2,kaywayz,EllingtonReborn,2-0
2021-03-20T05:45:24.336+07:00,ToughLoveGauntlet010,-3,Meep,SWAG | Waddle,2-3
2021-03-20T05:45:24.341+07:00,ToughLoveGauntlet010,-3,ESGR (Sturdy Lemon #7871),kaywayz,2-3
2021-03-20T05:45:24.346+07:00,ToughLoveGauntlet010,-4,Wiltonlaws,SWAG | Waddle,3-1
2021-03-20T05:45:24.351+07:00,ToughLoveGauntlet010,-4,CoconutWater,kaywayz,3-0
2021-03-20T05:45:24.355+07:00,ToughLoveGauntlet010,-5,Wiltonlaws,CoconutWater,0-3
2021-03-20T05:45:24.359+07:00,ToughLoveGauntlet010,-6,Blaze%,CoconutWater,2-3
2021-03-20T05:45:24.364+07:00,ToughLoveGauntlet010,5,slyf0x,CoconutWater,3-0
2021-03-26T17:31:28.152-05:00,ToughLoveGauntlet011,1,Blaze%,HadmeNinja69,2-0
2021-03-26T17:31:28.165-05:00,ToughLoveGauntlet011,1,lolcarrots,Kyochan_Bridge,2-1
2021-03-26T17:31:28.172-05:00,ToughLoveGauntlet011,1,SWAG | Waddle,EllingtonReborn,2-0
2021-03-26T17:31:28.178-05:00,ToughLoveGauntlet011,1,Meep,Puzzlebox,2-0
2021-03-26T17:31:28.184-05:00,ToughLoveGauntlet011,1,The_Grum,H_kun99,2-0
2021-03-26T17:31:28.190-05:00,ToughLoveGauntlet011,1,ESGR (Sturdy Lemon #7871),SolarFlare15,1-2
2021-03-26T17:31:28.196-05:00,ToughLoveGauntlet011,1,YC | YungDab,IMaginatory [Dank Noodle 2712],2-0
2021-03-26T17:31:28.202-05:00,ToughLoveGauntlet011,1,smaax,Hats (Salty Milk #3781),2-0
2021-03-26T17:31:28.207-05:00,ToughLoveGauntlet011,2,Blaze%,lolcarrots,2-0
2021-03-26T17:31:28.215-05:00,ToughLoveGauntlet011,2,SWAG | Waddle,Meep,2-0
2021-03-26T17:31:28.226-05:00,ToughLoveGauntlet011,2,The_Grum,SolarFlare15,2-1
2021-03-26T17:31:28.233-05:00,ToughLoveGauntlet011,2,YC | YungDab,smaax,1-2
2021-03-26T17:31:28.239-05:00,ToughLoveGauntlet011,3,Blaze%,SWAG | Waddle,3-0
2021-03-26T17:31:28.243-05:00,ToughLoveGauntlet011,3,The_Grum,smaax,3-2
2021-03-26T17:31:28.251-05:00,ToughLoveGauntlet011,4,Blaze%,The_Grum,3-0
2021-03-26T17:31:28.261-05:00,ToughLoveGauntlet011,-1,HadmeNinja69,Kyochan_Bridge,0-2
2021-03-26T17:31:28.275-05:00,ToughLoveGauntlet011,-1,EllingtonReborn,Puzzlebox,0-2
2021-03-26T17:31:28.282-05:00,ToughLoveGauntlet011,-1,H_kun99,ESGR (Sturdy Lemon #7871),0-2
2021-03-26T17:31:28.289-05:00,ToughLoveGauntlet011,-1,IMaginatory [Dank Noodle 2712],Hats (Salty Milk #3781),2-0
2021-03-26T17:31:28.295-05:00,ToughLoveGauntlet011,-2,YC | YungDab,Kyochan_Bridge,2-0
2021-03-26T17:31:28.306-05:00,ToughLoveGauntlet011,-2,SolarFlare15,Puzzlebox,1-2
2021-03-26T17:31:28.316-05:00,ToughLoveGauntlet011,-2,Meep,ESGR (Sturdy Lemon #7871),2-1
2021-03-26T17:31:28.323-05:00,ToughLoveGauntlet011,-2,lolcarrots,IMaginatory [Dank Noodle 2712],0-2
2021-03-26T17:31:28.329-05:00,ToughLoveGauntlet011,-3,YC | YungDab,Puzzlebox,3-0
2021-03-26T17:31:28.333-05:00,ToughLoveGauntlet011,-3,Meep,IMaginatory [Dank Noodle 2712],3-1
2021-03-26T17:31:28.338-05:00,ToughLoveGauntlet011,-4,SWAG | Waddle,YC | YungDab,3-0
2021-03-26T17:31:28.354-05:00,ToughLoveGauntlet011,-4,smaax,Meep,3-1
2021-03-26T17:31:28.362-05:00,ToughLoveGauntlet011,-5,SWAG | Waddle,smaax,3-0
2021-03-26T17:31:28.377-05:00,ToughLoveGauntlet011,-6,The_Grum,SWAG | Waddle,0-3
2021-03-26T17:31:28.388-05:00,ToughLoveGauntlet011,5,Blaze%,SWAG | Waddle,3-2
2021-04-03T05:37:44.526+08:00,ToughLoveGauntlet012,1,Puzzlebox,Kyochan_Bridge,2-0
2021-04-03T05:37:44.536+08:00,ToughLoveGauntlet012,1,IMaginatory [Dank Noodle 2712],pikachuprobably,2-1
2021-04-03T05:37:44.545+08:00,ToughLoveGauntlet012,2,Blaze%,Puzzlebox,2-0
2021-04-03T05:37:44.555+08:00,ToughLoveGauntlet012,2,ESGR (Sturdy Lemon #7871),Wiltonlaws,0-2
2021-04-03T05:37:44.560+08:00,ToughLoveGauntlet012,2,SWAG | Waddle,IMaginatory [Dank Noodle 2712],2-1
2021-04-03T05:37:44.564+08:00,ToughLoveGauntlet012,2,Meep,CoconutWater,2-0
2021-04-03T05:37:44.569+08:00,ToughLoveGauntlet012,3,Blaze%,Wiltonlaws,3-2
2021-04-03T05:37:44.576+08:00,ToughLoveGauntlet012,3,SWAG | Waddle,Meep,1-3
2021-04-03T05:37:44.580+08:00,ToughLoveGauntlet012,4,Blaze%,Meep,3-0
2021-04-03T05:37:44.589+08:00,ToughLoveGauntlet012,-1,CoconutWater,Kyochan_Bridge,2-0
2021-04-03T05:37:44.596+08:00,ToughLoveGauntlet012,-1,ESGR (Sturdy Lemon #7871),pikachuprobably,2-0
2021-04-03T05:37:44.606+08:00,ToughLoveGauntlet012,-2,IMaginatory [Dank Noodle 2712],CoconutWater,2-0
2021-04-03T05:37:44.621+08:00,ToughLoveGauntlet012,-2,Puzzlebox,ESGR (Sturdy Lemon #7871),2-1
2021-04-03T05:37:44.627+08:00,ToughLoveGauntlet012,-3,Wiltonlaws,IMaginatory [Dank Noodle 2712],2-3
2021-04-03T05:37:44.634+08:00,ToughLoveGauntlet012,-3,SWAG | Waddle,Puzzlebox,3-1
2021-04-03T05:37:44.640+08:00,ToughLoveGauntlet012,-4,IMaginatory [Dank Noodle 2712],SWAG | Waddle,2-3
2021-04-03T05:37:44.647+08:00,ToughLoveGauntlet012,-5,Meep,SWAG | Waddle,3-1
2021-04-03T05:37:44.652+08:00,ToughLoveGauntlet012,5,Blaze%,Meep,3-0
2021-04-09T18:32:52.539-04:00,ToughLoveGauntlet013,1,kaywayz,pikachuprobably,0-2
2021-04-09T18:32:52.546-04:00,ToughLoveGauntlet013,1,busydon,MasaruS,2-1
2021-04-09T18:32:52.551-04:00,ToughLoveGauntlet013,2,Blaze%,pikachuprobably,2-0
2021-04-09T18:32:52.556-04:00,ToughLoveGauntlet013,2,CoconutWater,Wiltonlaws,-1-0
2021-04-09T18:32:52.561-04:00,ToughLoveGauntlet013,2,SWAG | Waddle,busydon,1-2
2021-04-09T18:32:52.566-04:00,ToughLoveGauntlet013,2,Meep,HadmeNinja69,2-0
2021-04-09T18:32:52.570-04:00,ToughLoveGauntlet013,3,Blaze%,Wiltonlaws,0--1
2021-04-09T18:32:52.575-04:00,ToughLoveGauntlet013,3,busydon,Meep,1-3
2021-04-09T18:32:52.579-04:00,ToughLoveGauntlet013,4,Blaze%,Meep,3-0
2021-04-09T18:32:52.583-04:00,ToughLoveGauntlet013,-1,HadmeNinja69,kaywayz,0-2
2021-04-09T18:32:52.587-04:00,ToughLoveGauntlet013,-1,CoconutWater,MasaruS,-1-0
2021-04-09T18:32:52.591-04:00,ToughLoveGauntlet013,-2,SWAG | Waddle,kaywayz,2-0
2021-04-09T18:32:52.596-04:00,ToughLoveGauntlet013,-2,pikachuprobably,MasaruS,0-2
2021-04-09T18:32:52.600-04:00,ToughLoveGauntlet013,-3,Wiltonlaws,SWAG | Waddle,-1-0
2021-04-09T18:32:52.603-04:00,ToughLoveGauntlet013,-3,busydon,MasaruS,3-0
2021-04-09T18:32:52.607-04:00,ToughLoveGauntlet013,-4,SWAG | Waddle,busydon,3-2
2021-04-09T18:32:52.611-04:00,ToughLoveGauntlet013,-5,Meep,SWAG | Waddle,3-0
2021-04-09T18:32:52.616-04:00,ToughLoveGauntlet013,5,Blaze%,Meep,3-0
2021-04-23T18:30:33.265-04:00,ToughLoveGauntlet015,1,Selofeals,bolin4321,1-2
2021-04-23T18:30:33.271-04:00,ToughLoveGauntlet015,1,H_kun99,r0bib,2-1
2021-04-23T18:30:33.276-04:00,ToughLoveGauntlet015,2,SWAG | Waddle,bolin4321,2-0
2021-04-23T18:30:33.282-04:00,ToughLoveGauntlet015,2,Meep,mpaulweeks,2-0
2021-04-23T18:30:33.286-04:00,ToughLoveGauntlet015,2,Wiltonlaws,H_kun99,2-0
2021-04-23T18:30:33.290-04:00,ToughLoveGauntlet015,2,YC | YungDab,yewt,0--1
2021-04-23T18:30:33.295-04:00,ToughLoveGauntlet015,3,SWAG | Waddle,Meep,3-0
2021-04-23T18:30:33.300-04:00,ToughLoveGauntlet015,3,Wiltonlaws,YC | YungDab,1-3
2021-04-23T18:30:33.304-04:00,ToughLoveGauntlet015,4,SWAG | Waddle,YC | YungDab,3-2
2021-04-23T18:30:33.308-04:00,ToughLoveGauntlet015,-1,yewt,Selofeals,-1-0
2021-04-23T18:30:33.313-04:00,ToughLoveGauntlet015,-1,mpaulweeks,r0bib,1-2
2021-04-23T18:30:33.317-04:00,ToughLoveGauntlet015,-2,H_kun99,Selofeals,-1-0
2021-04-23T18:30:33.323-04:00,ToughLoveGauntlet015,-2,bolin4321,r0bib,0-3
2021-04-23T18:30:33.327-04:00,ToughLoveGauntlet015,-3,Meep,Selofeals,3-0
2021-04-23T18:30:33.331-04:00,ToughLoveGauntlet015,-3,Wiltonlaws,r0bib,3-0
2021-04-23T18:30:33.336-04:00,ToughLoveGauntlet015,-4,Meep,Wiltonlaws,3-2
2021-04-23T18:30:33.339-04:00,ToughLoveGauntlet015,-5,YC | YungDab,Meep,3-0
2021-04-23T18:30:33.343-04:00,ToughLoveGauntlet015,5,SWAG | Waddle,YC | YungDab,5-2
2021-04-30T18:31:18.300-04:00,ToughLoveGauntlet016,1,r0bib,HadmeNinja69,0-2
2021-04-30T18:31:18.309-04:00,ToughLoveGauntlet016,1,Meep,pikachuprobably,2-0
2021-04-30T18:31:18.314-04:00,ToughLoveGauntlet016,1,Tidazi,Kyochan_Bridge,2-0
2021-04-30T18:31:18.320-04:00,ToughLoveGauntlet016,1,SWAG | Waddle,Belknap,2-0
2021-04-30T18:31:18.326-04:00,ToughLoveGauntlet016,1,NB_IRun,Hoi__Poi Mushy Mushroom,2-1
2021-04-30T18:31:18.333-04:00,ToughLoveGauntlet016,1,YC | YungDab,bolin4321,2-0
2021-04-30T18:31:18.339-04:00,ToughLoveGauntlet016,1,Wiltonlaws,mpaulweeks,2-0
2021-04-30T18:31:18.346-04:00,ToughLoveGauntlet016,2,busydon,HadmeNinja69,2-0
2021-04-30T18:31:18.354-04:00,ToughLoveGauntlet016,2,Meep,Tidazi,2-0
2021-04-30T18:31:18.362-04:00,ToughLoveGauntlet016,2,SWAG | Waddle,NB_IRun,2-0
2021-04-30T18:31:18.368-04:00,ToughLoveGauntlet016,2,YC | YungDab,Wiltonlaws,2-0
2021-04-30T18:31:18.375-04:00,ToughLoveGauntlet016,3,busydon,Meep,3-0
2021-04-30T18:31:18.381-04:00,ToughLoveGauntlet016,3,SWAG | Waddle,YC | YungDab,2-3
2021-04-30T18:31:18.387-04:00,ToughLoveGauntlet016,4,busydon,YC | YungDab,3-0
2021-04-30T18:31:18.394-04:00,ToughLoveGauntlet016,-1,pikachuprobably,Kyochan_Bridge,2-1
2021-04-30T18:31:18.402-04:00,ToughLoveGauntlet016,-1,Belknap,Hoi__Poi Mushy Mushroom,0-2
2021-04-30T18:31:18.408-04:00,ToughLoveGauntlet016,-1,bolin4321,mpaulweeks,2-1
2021-04-30T18:31:18.415-04:00,ToughLoveGauntlet016,-2,Wiltonlaws,r0bib,2-0
2021-04-30T18:31:18.421-04:00,ToughLoveGauntlet016,-2,NB_IRun,pikachuprobably,2-1
2021-04-30T18:31:18.427-04:00,ToughLoveGauntlet016,-2,Tidazi,Hoi__Poi Mushy Mushroom,0-2
2021-04-30T18:31:18.433-04:00,ToughLoveGauntlet016,-2,HadmeNinja69,bolin4321,0-2
2021-04-30T18:31:18.439-04:00,ToughLoveGauntlet016,-3,Wiltonlaws,NB_IRun,3-0
2021-04-30T18:31:18.444-04:00,ToughLoveGauntlet016,-3,Hoi__Poi Mushy Mushroom,bolin4321,3-1
2021-04-30T18:31:18.450-04:00,ToughLoveGauntlet016,-4,Meep,Wiltonlaws,3-0
2021-04-30T18:31:18.457-04:00,ToughLoveGauntlet016,-4,SWAG | Waddle,Hoi__Poi Mushy Mushroom,0-3
2021-04-30T18:31:18.463-04:00,ToughLoveGauntlet016,-5,Meep,Hoi__Poi Mushy Mushroom,3-0
2021-04-30T18:31:18.469-04:00,ToughLoveGauntlet016,-6,YC | YungDab,Meep,3-1
2021-04-30T18:31:18.475-04:00,ToughLoveGauntlet016,5,busydon,YC | YungDab,3-0
2021-05-07T15:31:41.734-07:00,ToughLoveGauntlet017,1,pikachuprobably,WeakBeef,0--1
2021-05-07T15:31:41.865-07:00,ToughLoveGauntlet017,1,Selofeals,H_kun99,-1-0
2021-05-07T15:31:41.871-07:00,ToughLoveGauntlet017,1,Nice Rice#3584,BlueicyDasani,2-0
2021-05-07T15:31:41.876-07:00,ToughLoveGauntlet017,2,busydon,pikachuprobably,2-0
2021-05-07T15:31:41.880-07:00,ToughLoveGauntlet017,2,Wiltonlaws,HadmeNinja69,2-0
2021-05-07T15:31:41.885-07:00,ToughLoveGauntlet017,2,SWAG | Waddle,H_kun99,2-0
2021-05-07T15:31:41.889-07:00,ToughLoveGauntlet017,2,Meep,Nice Rice#3584,2-1
2021-05-07T15:31:41.893-07:00,ToughLoveGauntlet017,3,busydon,Wiltonlaws,2-3
2021-05-07T15:31:41.897-07:00,ToughLoveGauntlet017,3,SWAG | Waddle,Meep,3-2
2021-05-07T15:31:41.902-07:00,ToughLoveGauntlet017,4,Wiltonlaws,SWAG | Waddle,1-3
2021-05-07T15:31:41.906-07:00,ToughLoveGauntlet017,-1,Nice Rice#3584,WeakBeef,0--1
2021-05-07T15:31:41.911-07:00,ToughLoveGauntlet017,-1,HadmeNinja69,Selofeals,0--1
2021-05-07T15:31:41.915-07:00,ToughLoveGauntlet017,-1,pikachuprobably,BlueicyDasani,2-0
2021-05-07T15:31:41.923-07:00,ToughLoveGauntlet017,-2,H_kun99,Nice Rice#3584,0-2
2021-05-07T15:31:42.072-07:00,ToughLoveGauntlet017,-2,HadmeNinja69,pikachuprobably,0-2
2021-05-07T15:31:42.078-07:00,ToughLoveGauntlet017,-3,busydon,Nice Rice#3584,3-1
2021-05-07T15:31:42.092-07:00,ToughLoveGauntlet017,-3,Meep,pikachuprobably,3-0
2021-05-07T15:31:42.107-07:00,ToughLoveGauntlet017,-4,busydon,Meep,3-0
2021-05-07T15:31:42.176-07:00,ToughLoveGauntlet017,-5,Wiltonlaws,busydon,0-3
2021-05-07T15:31:42.193-07:00,ToughLoveGauntlet017,5,SWAG | Waddle,busydon,0-3
2021-05-07T15:31:42.265-07:00,ToughLoveGauntlet017,5,busydon,SWAG | Waddle,3-1
2021-05-14T17:31:31.523-05:00,ToughLoveGauntlet018,1,pikachuprobably,H_kun99,2-0
2021-05-14T17:31:31.530-05:00,ToughLoveGauntlet018,1,Meep,Nice|SS(Creamy Zucchini #1817,0--1
2021-05-14T17:31:31.535-05:00,ToughLoveGauntlet018,1,Wiltonlaws,Nice|UA_Hokage(Supreme Ramen #8349),0--1
2021-05-14T17:31:31.543-05:00,ToughLoveGauntlet018,1,HadmeNinja69,MDZH231,0-2
2021-05-14T17:31:31.549-05:00,ToughLoveGauntlet018,1,SWAG | Waddle,GreasyMilk3704,2-0
2021-05-14T17:31:31.557-05:00,ToughLoveGauntlet018,1,NB_IRun,Rose,1-2
2021-05-14T17:31:31.564-05:00,ToughLoveGauntlet018,2,LungsterX (Salty Lobster #9241),pikachuprobably,1-2
2021-05-14T17:31:31.571-05:00,ToughLoveGauntlet018,2,Meep,Wiltonlaws,0-2
2021-05-14T17:31:31.577-05:00,ToughLoveGauntlet018,2,busydon,MDZH231,2-0
2021-05-14T17:31:31.584-05:00,ToughLoveGauntlet018,2,SWAG | Waddle,Rose,2-0
2021-05-14T17:31:31.593-05:00,ToughLoveGauntlet018,3,pikachuprobably,Wiltonlaws,2-3
2021-05-14T17:31:31.607-05:00,ToughLoveGauntlet018,3,busydon,SWAG | Waddle,3-2
2021-05-14T17:31:31.613-05:00,ToughLoveGauntlet018,4,Wiltonlaws,busydon,1-3
2021-05-14T17:31:31.618-05:00,ToughLoveGauntlet018,-1,Nice|SS(Creamy Zucchini #1817,Nice|UA_Hokage(Supreme Ramen #8349),-1--1
2021-05-14T17:31:31.627-05:00,ToughLoveGauntlet018,-1,GreasyMilk3704,NB_IRun,0-2
2021-05-14T17:31:31.639-05:00,ToughLoveGauntlet018,-2,Rose,H_kun99,2-0
2021-05-14T17:31:31.646-05:00,ToughLoveGauntlet018,-2,MDZH231,Nice|SS(Creamy Zucchini #1817,0--1
2021-05-14T17:31:31.652-05:00,ToughLoveGauntlet018,-2,Meep,HadmeNinja69,2-0
2021-05-14T17:31:31.660-05:00,ToughLoveGauntlet018,-2,LungsterX (Salty Lobster #9241),NB_IRun,2-0
2021-05-14T17:31:31.667-05:00,ToughLoveGauntlet018,-3,Rose,MDZH231,3-2
2021-05-14T17:31:31.673-05:00,ToughLoveGauntlet018,-3,Meep,LungsterX (Salty Lobster #9241),1-3
2021-05-14T17:31:31.679-05:00,ToughLoveGauntlet018,-4,pikachuprobably,Rose,2-3
