date,tournament,round,player_1,player_2,score
2022-01-07T18:32:08.432-05:00,ToughLoveGauntlet047,-4,ESGR (Sturdy Lemon #7871),Wiltonlaws,1-3
2022-01-07T18:32:08.438-05:00,ToughLoveGauntlet047,-4,pikachuprobably,E_Sid,3-0
2022-01-07T18:32:08.446-05:00,ToughLoveGauntlet047,-5,Pur3Boii,Wiltonlaws,0-3
2022-01-07T18:32:08.454-05:00,ToughLoveGauntlet047,-5,Astrian,pikachuprobably,1-3
2022-01-07T18:32:08.465-05:00,ToughLoveGauntlet047,-6,Wiltonlaws,pikachuprobably,3-0
2022-01-07T18:32:08.494-05:00,ToughLoveGauntlet047,-7,TableLol,Wiltonlaws,3-0
2022-01-07T18:32:08.499-05:00,ToughLoveGauntlet047,6,Aqua Fortis (Hard Eggplant#2841),TableLol,1-3
2022-01-07T18:32:08.504-05:00,ToughLoveGauntlet047,6,TableLol,Aqua Fortis (Hard Eggplant#2841),3-2
2022-01-21T18:28:52.281-05:00,ToughLoveGauntlet048,1,icyal_XD (Groovy Ramen),caticubes,2-1
2022-01-21T18:28:52.289-05:00,ToughLoveGauntlet048,1,LemonKing,Zoi2006,2-0
2022-01-21T18:28:52.295-05:00,ToughLoveGauntlet048,1,SquidSlash (Groovy Lobster #1766),TheLambSaucelSNL,2-0
2022-01-21T18:28:52.300-05:00,ToughLoveGauntlet048,1,Horsin,DabsR,0-2
2022-01-21T18:28:52.304-05:00,ToughLoveGauntlet048,1,E_Sid,Teboar(Moldy Broccoli #4395),2-0
2022-01-21T18:28:52.308-05:00,ToughLoveGauntlet048,1,Juni,Mirdas,0-2
2022-01-21T18:28:52.313-05:00,ToughLoveGauntlet048,1,cheeseeater,RizCrow (Groovy Pancake #5831),2-1
2022-01-21T18:28:52.317-05:00,ToughLoveGauntlet048,2,Handsome_Phil,icyal_XD (Groovy Ramen),2-0
2022-01-21T18:28:52.322-05:00,ToughLoveGauntlet048,2,BlueicyDasani,Pur3Boii,0-2
2022-01-21T18:28:52.326-05:00,ToughLoveGauntlet048,2,TableLol,LemonKing,2-0
2022-01-21T18:28:52.331-05:00,ToughLoveGauntlet048,2,Askadoodle,SquidSlash (Groovy Lobster #1766),2-0
2022-01-21T18:28:52.335-05:00,ToughLoveGauntlet048,2,Wiltonlaws,DabsR,2-0
2022-01-21T18:28:52.339-05:00,ToughLoveGauntlet048,2,fredruary,E_Sid,2-0
2022-01-21T18:28:52.343-05:00,ToughLoveGauntlet048,2,SWAG | Waddle,Mirdas,2-1
2022-01-21T18:28:52.347-05:00,ToughLoveGauntlet048,2,pikachuprobably,cheeseeater,2-1
2022-01-21T18:28:52.352-05:00,ToughLoveGauntlet048,3,Handsome_Phil,Pur3Boii,2-1
2022-01-21T18:28:52.358-05:00,ToughLoveGauntlet048,3,TableLol,Askadoodle,0-2
2022-01-21T18:28:52.363-05:00,ToughLoveGauntlet048,3,Wiltonlaws,fredruary,1-2
2022-01-21T18:28:52.367-05:00,ToughLoveGauntlet048,3,SWAG | Waddle,pikachuprobably,2-1
2022-01-21T18:28:52.371-05:00,ToughLoveGauntlet048,4,Handsome_Phil,Askadoodle,3-0
2022-01-21T18:28:52.376-05:00,ToughLoveGauntlet048,4,fredruary,SWAG | Waddle,3-1
2022-01-21T18:28:52.380-05:00,ToughLoveGauntlet048,5,Handsome_Phil,fredruary,3-0
2022-01-21T18:28:52.384-05:00,ToughLoveGauntlet048,-1,cheeseeater,caticubes,2-0
2022-01-21T18:28:52.389-05:00,ToughLoveGauntlet048,-1,E_Sid,Zoi2006,2-0
2022-01-21T18:28:52.394-05:00,ToughLoveGauntlet048,-1,DabsR,TheLambSaucelSNL,2-0
2022-01-21T18:28:52.398-05:00,ToughLoveGauntlet048,-1,SquidSlash (Groovy Lobster #1766),Horsin,2-0
2022-01-21T18:28:52.403-05:00,ToughLoveGauntlet048,-1,LemonKing,Teboar(Moldy Broccoli #4395),2-0
2022-01-21T18:28:52.407-05:00,ToughLoveGauntlet048,-1,BlueicyDasani,Juni,2-0
2022-01-21T18:28:52.412-05:00,ToughLoveGauntlet048,-1,icyal_XD (Groovy Ramen),RizCrow (Groovy Pancake #5831),0-2
2022-01-21T18:28:52.416-05:00,ToughLoveGauntlet048,-2,Mirdas,cheeseeater,0-2
2022-01-21T18:28:52.421-05:00,ToughLoveGauntlet048,-2,E_Sid,DabsR,2-1
2022-01-21T18:28:52.425-05:00,ToughLoveGauntlet048,-2,SquidSlash (Groovy Lobster #1766),LemonKing,0-2
2022-01-21T18:28:52.430-05:00,ToughLoveGauntlet048,-2,BlueicyDasani,RizCrow (Groovy Pancake #5831),2-0
2022-01-21T18:28:52.435-05:00,ToughLoveGauntlet048,-3,TableLol,cheeseeater,2-0
2022-01-21T18:28:52.439-05:00,ToughLoveGauntlet048,-3,Pur3Boii,E_Sid,2-1
2022-01-21T18:28:52.443-05:00,ToughLoveGauntlet048,-3,pikachuprobably,LemonKing,2-0
2022-01-21T18:28:52.448-05:00,ToughLoveGauntlet048,-3,Wiltonlaws,BlueicyDasani,2-1
2022-01-21T18:28:52.452-05:00,ToughLoveGauntlet048,-4,TableLol,Pur3Boii,2-3
2022-01-21T18:28:52.456-05:00,ToughLoveGauntlet048,-4,pikachuprobably,Wiltonlaws,0-3
2022-01-21T18:28:52.461-05:00,ToughLoveGauntlet048,-5,SWAG | Waddle,Pur3Boii,3-2
2022-01-21T18:28:52.465-05:00,ToughLoveGauntlet048,-5,Askadoodle,Wiltonlaws,2-3
2022-01-21T18:28:52.470-05:00,ToughLoveGauntlet048,-6,SWAG | Waddle,Wiltonlaws,3-2
2022-01-21T18:28:52.474-05:00,ToughLoveGauntlet048,-7,fredruary,SWAG | Waddle,3-1
2022-01-21T18:28:52.478-05:00,ToughLoveGauntlet048,6,Handsome_Phil,fredruary,3-0
2022-01-28T17:27:58.190-06:00,ToughLoveGauntlet049,1,Horsin,DabsR,0-2
2022-01-28T17:27:58.199-06:00,ToughLoveGauntlet049,1,BlueicyDasani,MOOGINTRANE,2-0
2022-01-28T17:27:58.204-06:00,ToughLoveGauntlet049,1,Pur3Boii,Teboar(Moldy Broccoli #4395),2-0
2022-01-28T17:27:58.211-06:00,ToughLoveGauntlet049,1,cheeseeater,icyal_XD (Groovy Ramen),2-0
2022-01-28T17:27:58.218-06:00,ToughLoveGauntlet049,1,kaywayz,Mirdas,2-1
2022-01-28T17:27:58.225-06:00,ToughLoveGauntlet049,1,ParadoxSSF2,Zoi2006,2-0
2022-01-28T17:27:58.230-06:00,ToughLoveGauntlet049,1,E_Sid,RizCrow (Groovy Pancake #5831),0-2
2022-01-28T17:27:58.238-06:00,ToughLoveGauntlet049,1,SquidSlash (Groovy Lobster #1766),Juni,2-0
2022-01-28T17:27:58.248-06:00,ToughLoveGauntlet049,1,LemonKing,yewt,2-0
2022-01-28T17:27:58.254-06:00,ToughLoveGauntlet049,2,YC | YungDab,DabsR,2-1
2022-01-28T17:27:58.260-06:00,ToughLoveGauntlet049,2,BlueicyDasani,Pur3Boii,2-1
2022-01-28T17:27:58.266-06:00,ToughLoveGauntlet049,2,Rose,cheeseeater,2-0
2022-01-28T17:27:58.271-06:00,ToughLoveGauntlet049,2,Askadoodle,kaywayz,2-0
2022-01-28T17:27:58.277-06:00,ToughLoveGauntlet049,2,Wiltonlaws,ParadoxSSF2,2-0
2022-01-28T17:27:58.282-06:00,ToughLoveGauntlet049,2,pikachuprobably,RizCrow (Groovy Pancake #5831),2-1
2022-01-28T17:27:58.289-06:00,ToughLoveGauntlet049,2,SWAG | Waddle,SquidSlash (Groovy Lobster #1766),2-0
2022-01-28T17:27:58.298-06:00,ToughLoveGauntlet049,2,TableLol,LemonKing,2-1
2022-01-28T17:27:58.304-06:00,ToughLoveGauntlet049,3,YC | YungDab,BlueicyDasani,2-0
2022-01-28T17:27:58.311-06:00,ToughLoveGauntlet049,3,Rose,Askadoodle,2-1
2022-01-28T17:27:58.320-06:00,ToughLoveGauntlet049,3,Wiltonlaws,pikachuprobably,2-0
2022-01-28T17:27:58.326-06:00,ToughLoveGauntlet049,3,SWAG | Waddle,TableLol,2-1
2022-01-28T17:27:58.332-06:00,ToughLoveGauntlet049,4,YC | YungDab,Rose,3-2
2022-01-28T17:27:58.338-06:00,ToughLoveGauntlet049,4,Wiltonlaws,SWAG | Waddle,3-1
2022-01-28T17:27:58.344-06:00,ToughLoveGauntlet049,5,YC | YungDab,Wiltonlaws,3-2
2022-01-28T17:27:58.351-06:00,ToughLoveGauntlet049,-1,MOOGINTRANE,Teboar(Moldy Broccoli #4395),0-2
2022-01-28T17:27:58.357-06:00,ToughLoveGauntlet049,-2,LemonKing,Horsin,2-0
2022-01-28T17:27:58.365-06:00,ToughLoveGauntlet049,-2,SquidSlash (Groovy Lobster #1766),Teboar(Moldy Broccoli #4395),2-0
2022-01-28T17:27:58.373-06:00,ToughLoveGauntlet049,-2,RizCrow (Groovy Pancake #5831),icyal_XD (Groovy Ramen),2-0
2022-01-28T17:27:58.379-06:00,ToughLoveGauntlet049,-2,ParadoxSSF2,Mirdas,0-2
2022-01-28T17:27:58.385-06:00,ToughLoveGauntlet049,-2,kaywayz,Zoi2006,2-0
2022-01-28T17:27:58.390-06:00,ToughLoveGauntlet049,-2,cheeseeater,E_Sid,2-1
2022-01-28T17:27:58.395-06:00,ToughLoveGauntlet049,-2,Pur3Boii,Juni,2-0
2022-01-28T17:27:58.401-06:00,ToughLoveGauntlet049,-2,DabsR,yewt,2-0
2022-01-28T17:27:58.406-06:00,ToughLoveGauntlet049,-3,LemonKing,SquidSlash (Groovy Lobster #1766),2-0
2022-01-28T17:27:58.412-06:00,ToughLoveGauntlet049,-3,RizCrow (Groovy Pancake #5831),Mirdas,1-2
2022-01-28T17:27:58.419-06:00,ToughLoveGauntlet049,-3,kaywayz,cheeseeater,0-2
2022-01-28T17:27:58.425-06:00,ToughLoveGauntlet049,-3,Pur3Boii,DabsR,2-0
2022-01-28T17:27:58.430-06:00,ToughLoveGauntlet049,-4,Askadoodle,LemonKing,3-1
2022-01-28T17:27:58.436-06:00,ToughLoveGauntlet049,-4,BlueicyDasani,Mirdas,3-1
2022-01-28T17:27:58.441-06:00,ToughLoveGauntlet049,-4,TableLol,cheeseeater,3-1
2022-01-28T17:27:58.446-06:00,ToughLoveGauntlet049,-4,pikachuprobably,Pur3Boii,3-2
2022-01-28T17:27:58.451-06:00,ToughLoveGauntlet049,-5,Askadoodle,BlueicyDasani,3-1
2022-01-28T17:27:58.457-06:00,ToughLoveGauntlet049,-5,TableLol,pikachuprobably,3-1
2022-01-28T17:27:58.463-06:00,ToughLoveGauntlet049,-6,SWAG | Waddle,Askadoodle,3-2
2022-01-28T17:27:58.468-06:00,ToughLoveGauntlet049,-6,Rose,TableLol,3-0
2022-01-28T17:27:58.474-06:00,ToughLoveGauntlet049,-7,SWAG | Waddle,Rose,0-3
2022-01-28T17:27:58.480-06:00,ToughLoveGauntlet049,-8,Wiltonlaws,Rose,3-2
2022-01-28T17:27:58.486-06:00,ToughLoveGauntlet049,6,YC | YungDab,Wiltonlaws,2-3
2022-01-28T17:27:58.493-06:00,ToughLoveGauntlet049,6,Wiltonlaws,YC | YungDab,3-2
2022-02-05T07:34:24.967+08:00,ToughLoveGauntlet050,1,PowerChicken,yewt,1-2
2022-02-05T07:34:24.972+08:00,ToughLoveGauntlet050,1,SeylarPook,rubarito,0-1
2022-02-05T07:34:24.976+08:00,ToughLoveGauntlet050,1,ifipaan,ToonS_FGC,1-2
2022-02-05T07:34:24.980+08:00,ToughLoveGauntlet050,2,YC | YungDab,yewt,2-0
2022-02-05T07:34:24.984+08:00,ToughLoveGauntlet050,2,DabsR,E_Sid,1-2
2022-02-05T07:34:24.988+08:00,ToughLoveGauntlet050,2,Askadoodle,Cute Pizza #3057,2-0
2022-02-05T07:34:24.991+08:00,ToughLoveGauntlet050,2,ESGR (Sturdy Lemon #7871),Puzzlebox,2-0
2022-02-05T07:34:24.995+08:00,ToughLoveGauntlet050,2,Rose,Coherek,2-0
2022-02-05T07:34:24.998+08:00,ToughLoveGauntlet050,2,pikachuprobably,kaywayz,2-0
2022-02-05T07:34:25.003+08:00,ToughLoveGauntlet050,2,SWAG | Waddle,Teboar(Moldy Broccoli #4395),2-0
2022-02-05T07:34:25.009+08:00,ToughLoveGauntlet050,2,cheeseeater,Fehren,2-1
2022-02-05T07:34:25.014+08:00,ToughLoveGauntlet050,2,Wiltonlaws,rubarito,2-0
2022-02-05T07:34:25.018+08:00,ToughLoveGauntlet050,2,NB_IRun,SquidSlash (Groovy Lobster #1766),2-0
2022-02-05T07:34:25.022+08:00,ToughLoveGauntlet050,2,busydon,Horsin,2-1
2022-02-05T07:34:25.026+08:00,ToughLoveGauntlet050,2,BlueicyDasani,luma07,2-0
2022-02-05T07:34:25.030+08:00,ToughLoveGauntlet050,2,WillMeepPlay?,ToonS_FGC,2-0
2022-02-05T07:34:25.034+08:00,ToughLoveGauntlet050,2,TrunksEsp,RizCrow (Groovy Pancake #5831),2-0
2022-02-05T07:34:25.038+08:00,ToughLoveGauntlet050,2,Aqua Fortis (Hard Eggplant#2841),icyal_XD (Groovy Ramen),2-0
2022-02-05T07:34:25.043+08:00,ToughLoveGauntlet050,2,TableLol,Blaze%,2-0
2022-02-05T07:34:25.047+08:00,ToughLoveGauntlet050,3,YC | YungDab,E_Sid,2-0
2022-02-05T07:34:25.051+08:00,ToughLoveGauntlet050,3,Askadoodle,ESGR (Sturdy Lemon #7871),2-0
2022-02-05T07:34:25.055+08:00,ToughLoveGauntlet050,3,Rose,pikachuprobably,0--1
2022-02-05T07:34:25.059+08:00,ToughLoveGauntlet050,3,SWAG | Waddle,cheeseeater,2-0
2022-02-05T07:34:25.064+08:00,ToughLoveGauntlet050,3,Wiltonlaws,NB_IRun,2-0
2022-02-05T07:34:25.068+08:00,ToughLoveGauntlet050,3,busydon,BlueicyDasani,1-2
2022-02-05T07:34:25.072+08:00,ToughLoveGauntlet050,3,WillMeepPlay?,TrunksEsp,2-1
2022-02-05T07:34:25.076+08:00,ToughLoveGauntlet050,3,Aqua Fortis (Hard Eggplant#2841),TableLol,1-2
2022-02-05T07:34:25.080+08:00,ToughLoveGauntlet050,4,YC | YungDab,Askadoodle,2-1
2022-02-05T07:34:25.084+08:00,ToughLoveGauntlet050,4,Rose,SWAG | Waddle,2-0
2022-02-05T07:34:25.089+08:00,ToughLoveGauntlet050,4,Wiltonlaws,BlueicyDasani,2-1
2022-02-05T07:34:25.093+08:00,ToughLoveGauntlet050,4,WillMeepPlay?,TableLol,-1-0
2022-02-05T07:34:25.097+08:00,ToughLoveGauntlet050,5,YC | YungDab,Rose,3-0
2022-02-05T07:34:25.101+08:00,ToughLoveGauntlet050,5,Wiltonlaws,TableLol,2-3
2022-02-05T07:34:25.105+08:00,ToughLoveGauntlet050,6,YC | YungDab,TableLol,2-3
2022-02-05T07:34:25.110+08:00,ToughLoveGauntlet050,-1,Blaze%,PowerChicken,2-0
2022-02-05T07:34:25.115+08:00,ToughLoveGauntlet050,-1,Fehren,SeylarPook,2-0
2022-02-05T07:34:25.119+08:00,ToughLoveGauntlet050,-1,Puzzlebox,ifipaan,2-0
2022-02-05T07:34:25.124+08:00,ToughLoveGauntlet050,-2,icyal_XD (Groovy Ramen),Blaze%,0-2
2022-02-05T07:34:25.129+08:00,ToughLoveGauntlet050,-2,RizCrow (Groovy Pancake #5831),ToonS_FGC,2-1
2022-02-05T07:34:25.134+08:00,ToughLoveGauntlet050,-2,luma07,Horsin,2-0
2022-02-05T07:34:25.140+08:00,ToughLoveGauntlet050,-2,SquidSlash (Groovy Lobster #1766),rubarito,0-2
2022-02-05T07:34:25.145+08:00,ToughLoveGauntlet050,-2,Teboar(Moldy Broccoli #4395),Fehren,1-2
2022-02-05T07:34:25.149+08:00,ToughLoveGauntlet050,-2,kaywayz,Coherek,0--1
2022-02-05T07:34:25.154+08:00,ToughLoveGauntlet050,-2,Cute Pizza #3057,Puzzlebox,1-2
2022-02-05T07:34:25.158+08:00,ToughLoveGauntlet050,-2,DabsR,yewt,2-1
2022-02-05T07:34:25.162+08:00,ToughLoveGauntlet050,-3,cheeseeater,Blaze%,1-2
2022-02-05T07:34:25.166+08:00,ToughLoveGauntlet050,-3,pikachuprobably,RizCrow (Groovy Pancake #5831),2-0
2022-02-05T07:34:25.170+08:00,ToughLoveGauntlet050,-3,ESGR (Sturdy Lemon #7871),luma07,2-0
2022-02-05T07:34:25.174+08:00,ToughLoveGauntlet050,-3,E_Sid,rubarito,1-2
2022-02-05T07:34:25.178+08:00,ToughLoveGauntlet050,-3,Aqua Fortis (Hard Eggplant#2841),Fehren,2-0
2022-02-05T07:34:25.182+08:00,ToughLoveGauntlet050,-3,TrunksEsp,kaywayz,2-1
2022-02-05T07:34:25.187+08:00,ToughLoveGauntlet050,-3,busydon,Puzzlebox,2-0
2022-02-05T07:34:25.191+08:00,ToughLoveGauntlet050,-3,NB_IRun,DabsR,1-2
2022-02-05T07:34:25.195+08:00,ToughLoveGauntlet050,-4,Blaze%,pikachuprobably,0--1
2022-02-05T07:34:25.199+08:00,ToughLoveGauntlet050,-4,ESGR (Sturdy Lemon #7871),rubarito,2-0
2022-02-05T07:34:25.203+08:00,ToughLoveGauntlet050,-4,Aqua Fortis (Hard Eggplant#2841),TrunksEsp,2-0
2022-02-05T07:34:25.207+08:00,ToughLoveGauntlet050,-4,busydon,DabsR,2-1
2022-02-05T07:34:25.211+08:00,ToughLoveGauntlet050,-5,BlueicyDasani,Blaze%,2-3
2022-02-05T07:34:25.216+08:00,ToughLoveGauntlet050,-5,WillMeepPlay?,ESGR (Sturdy Lemon #7871),-1-0
2022-02-05T07:34:25.219+08:00,ToughLoveGauntlet050,-5,Askadoodle,Aqua Fortis (Hard Eggplant#2841),0-3
2022-02-05T07:34:25.224+08:00,ToughLoveGauntlet050,-5,SWAG | Waddle,busydon,3-0
2022-02-05T07:34:25.229+08:00,ToughLoveGauntlet050,-6,Blaze%,ESGR (Sturdy Lemon #7871),2-3
2022-02-05T07:34:25.233+08:00,ToughLoveGauntlet050,-6,Aqua Fortis (Hard Eggplant#2841),SWAG | Waddle,1-3
2022-02-05T07:34:25.236+08:00,ToughLoveGauntlet050,-7,Rose,ESGR (Sturdy Lemon #7871),3-1
2022-02-05T07:34:25.240+08:00,ToughLoveGauntlet050,-7,Wiltonlaws,SWAG | Waddle,0-3
2022-02-05T07:34:25.243+08:00,ToughLoveGauntlet050,-8,Rose,SWAG | Waddle,3-2
2022-02-05T07:34:25.247+08:00,ToughLoveGauntlet050,-9,YC | YungDab,Rose,3-1
2022-02-05T07:34:25.250+08:00,ToughLoveGauntlet050,7,TableLol,YC | YungDab,3-0
2022-02-12T12:30:07.921+13:00,ToughLoveGauntlet051,1,SquidSlash (Groovy Lobster #1766),Cute Pizza #3057,-1-0
2022-02-12T12:30:07.929+13:00,ToughLoveGauntlet051,1,Puzzlebox,ifipaan,2-1
2022-02-12T12:30:07.933+13:00,ToughLoveGauntlet051,1,TrunksEsp,SeylarPook,2-0
2022-02-12T12:30:07.937+13:00,ToughLoveGauntlet051,1,Horsin,icyal_XD (Groovy Ramen),1-2
2022-02-12T12:30:07.941+13:00,ToughLoveGauntlet051,1,E_Sid,Webtho,1-2
2022-02-12T12:30:07.945+13:00,ToughLoveGauntlet051,1,lemongaming420,PowerChicken,1-2
2022-02-12T12:30:07.949+13:00,ToughLoveGauntlet051,1,cheeseeater,GalacticBounty (Sexy Pizza #7372),2-0
2022-02-12T12:30:07.953+13:00,ToughLoveGauntlet051,2,The_Grum,Cute Pizza #3057,2-1
2022-02-12T12:30:07.956+13:00,ToughLoveGauntlet051,2,fredruary,pikachuprobably,2-0
2022-02-12T12:30:07.960+13:00,ToughLoveGauntlet051,2,Blaze%,Puzzlebox,0-2
2022-02-12T12:30:07.964+13:00,ToughLoveGauntlet051,2,Pur3Boii,TrunksEsp,2-0
2022-02-12T12:30:07.967+13:00,ToughLoveGauntlet051,2,Askadoodle,icyal_XD (Groovy Ramen),2-0
2022-02-12T12:30:07.971+13:00,ToughLoveGauntlet051,2,BlueicyDasani,Webtho,2-0
2022-02-12T12:30:07.975+13:00,ToughLoveGauntlet051,2,SWAG | Waddle,PowerChicken,2-0
2022-02-12T12:30:07.978+13:00,ToughLoveGauntlet051,2,ESGR (Sturdy Lemon #7871),cheeseeater,2-1
2022-02-12T12:30:07.982+13:00,ToughLoveGauntlet051,3,The_Grum,fredruary,2-0
2022-02-12T12:30:07.986+13:00,ToughLoveGauntlet051,3,Puzzlebox,Pur3Boii,1-2
2022-02-12T12:30:07.990+13:00,ToughLoveGauntlet051,3,Askadoodle,BlueicyDasani,2-0
2022-02-12T12:30:07.994+13:00,ToughLoveGauntlet051,3,SWAG | Waddle,ESGR (Sturdy Lemon #7871),0-2
2022-02-12T12:30:07.997+13:00,ToughLoveGauntlet051,4,The_Grum,Pur3Boii,3-1
2022-02-12T12:30:08.001+13:00,ToughLoveGauntlet051,4,Askadoodle,ESGR (Sturdy Lemon #7871),3-2
2022-02-12T12:30:08.005+13:00,ToughLoveGauntlet051,5,The_Grum,Askadoodle,2-3
2022-02-12T12:30:08.009+13:00,ToughLoveGauntlet051,-1,cheeseeater,SquidSlash (Groovy Lobster #1766),2-0
2022-02-12T12:30:08.013+13:00,ToughLoveGauntlet051,-1,Webtho,ifipaan,2-0
2022-02-12T12:30:08.017+13:00,ToughLoveGauntlet051,-1,icyal_XD (Groovy Ramen),SeylarPook,0--1
2022-02-12T12:30:08.022+13:00,ToughLoveGauntlet051,-1,TrunksEsp,Horsin,2-0
2022-02-12T12:30:08.026+13:00,ToughLoveGauntlet051,-1,Blaze%,E_Sid,2-0
2022-02-12T12:30:08.030+13:00,ToughLoveGauntlet051,-1,pikachuprobably,lemongaming420,2-0
2022-02-12T12:30:08.034+13:00,ToughLoveGauntlet051,-1,Cute Pizza #3057,GalacticBounty (Sexy Pizza #7372),2-0
2022-02-12T12:30:08.038+13:00,ToughLoveGauntlet051,-2,PowerChicken,cheeseeater,0-2
2022-02-12T12:30:08.043+13:00,ToughLoveGauntlet051,-2,Webtho,icyal_XD (Groovy Ramen),2-0
2022-02-12T12:30:08.047+13:00,ToughLoveGauntlet051,-2,TrunksEsp,Blaze%,2-0
2022-02-12T12:30:08.052+13:00,ToughLoveGauntlet051,-2,pikachuprobably,Cute Pizza #3057,0-2
2022-02-12T12:30:08.056+13:00,ToughLoveGauntlet051,-3,Puzzlebox,cheeseeater,0-2
2022-02-12T12:30:08.061+13:00,ToughLoveGauntlet051,-3,fredruary,Webtho,2-0
2022-02-12T12:30:08.066+13:00,ToughLoveGauntlet051,-3,SWAG | Waddle,TrunksEsp,2-0
2022-02-12T12:30:08.070+13:00,ToughLoveGauntlet051,-3,BlueicyDasani,Cute Pizza #3057,2-0
2022-02-12T12:30:08.075+13:00,ToughLoveGauntlet051,-4,cheeseeater,fredruary,3-2
2022-02-12T12:30:08.081+13:00,ToughLoveGauntlet051,-4,SWAG | Waddle,BlueicyDasani,3-2
2022-02-12T12:30:08.089+13:00,ToughLoveGauntlet051,-5,ESGR (Sturdy Lemon #7871),cheeseeater,3-2
2022-02-12T12:30:08.095+13:00,ToughLoveGauntlet051,-5,Pur3Boii,SWAG | Waddle,0-3
2022-02-12T12:30:08.100+13:00,ToughLoveGauntlet051,-6,ESGR (Sturdy Lemon #7871),SWAG | Waddle,3-0
2022-02-12T12:30:08.104+13:00,ToughLoveGauntlet051,-7,The_Grum,ESGR (Sturdy Lemon #7871),0-3
2022-02-12T12:30:08.109+13:00,ToughLoveGauntlet051,6,Askadoodle,ESGR (Sturdy Lemon #7871),1-3
2022-02-12T12:30:08.114+13:00,ToughLoveGauntlet051,6,ESGR (Sturdy Lemon #7871),Askadoodle,2-3
2022-02-18T18:35:07.047-05:00,ToughLoveGauntlet052,1,Cute Pizza #3057,lemongaming420,0-2
2022-02-18T18:35:07.054-05:00,ToughLoveGauntlet052,2,YC | YungDab,lemongaming420,2-0
2022-02-18T18:35:07.059-05:00,ToughLoveGauntlet052,2,cheeseeater,TrunksEsp,2-0
2022-02-18T18:35:07.064-05:00,ToughLoveGauntlet052,2,ESGR (Sturdy Lemon #7871),Horsin,2-0
2022-02-18T18:35:07.070-05:00,ToughLoveGauntlet052,2,Askadoodle,SquidSlash (Groovy Lobster #1766),2-1
2022-02-18T18:35:07.075-05:00,ToughLoveGauntlet052,2,Wiltonlaws,icyal_XD (Groovy Ramen),2-0
2022-02-18T18:35:07.080-05:00,ToughLoveGauntlet052,2,E_Sid,NB_IRun,1-2
2022-02-18T18:35:07.084-05:00,ToughLoveGauntlet052,2,SWAG | Waddle,Mirdas,1-2
2022-02-18T18:35:07.088-05:00,ToughLoveGauntlet052,2,BlueicyDasani,Xenobiaaa,2-0
2022-02-18T18:35:07.092-05:00,ToughLoveGauntlet052,3,YC | YungDab,cheeseeater,2-0
2022-02-18T18:35:07.097-05:00,ToughLoveGauntlet052,3,ESGR (Sturdy Lemon #7871),Askadoodle,1-2
2022-02-18T18:35:07.121-05:00,ToughLoveGauntlet052,3,Wiltonlaws,NB_IRun,2-0
2022-02-18T18:35:07.127-05:00,ToughLoveGauntlet052,3,Mirdas,BlueicyDasani,0-2
2022-02-18T18:35:07.136-05:00,ToughLoveGauntlet052,4,YC | YungDab,Askadoodle,3-0
2022-02-18T18:35:07.141-05:00,ToughLoveGauntlet052,4,Wiltonlaws,BlueicyDasani,3-0
2022-02-18T18:35:07.147-05:00,ToughLoveGauntlet052,5,YC | YungDab,Wiltonlaws,3-2
2022-02-18T18:35:07.154-05:00,ToughLoveGauntlet052,-1,Xenobiaaa,Cute Pizza #3057,0-2
2022-02-18T18:35:07.163-05:00,ToughLoveGauntlet052,-2,SWAG | Waddle,Cute Pizza #3057,2-0
2022-02-18T18:35:07.168-05:00,ToughLoveGauntlet052,-2,E_Sid,icyal_XD (Groovy Ramen),0--1
2022-02-18T18:35:07.178-05:00,ToughLoveGauntlet052,-2,SquidSlash (Groovy Lobster #1766),Horsin,0-2
2022-02-18T18:35:07.184-05:00,ToughLoveGauntlet052,-2,TrunksEsp,lemongaming420,2-1
2022-02-18T18:35:07.189-05:00,ToughLoveGauntlet052,-3,ESGR (Sturdy Lemon #7871),SWAG | Waddle,0-2
2022-02-18T18:35:07.193-05:00,ToughLoveGauntlet052,-3,cheeseeater,E_Sid,2-1
2022-02-18T18:35:07.197-05:00,ToughLoveGauntlet052,-3,Mirdas,Horsin,2-0
2022-02-18T18:35:07.203-05:00,ToughLoveGauntlet052,-3,NB_IRun,TrunksEsp,0--1
2022-02-18T18:35:07.210-05:00,ToughLoveGauntlet052,-4,SWAG | Waddle,cheeseeater,3-2
2022-02-18T18:35:07.215-05:00,ToughLoveGauntlet052,-4,Mirdas,NB_IRun,0-3
2022-02-18T18:35:07.220-05:00,ToughLoveGauntlet052,-5,BlueicyDasani,SWAG | Waddle,2-3
2022-02-18T18:35:07.227-05:00,ToughLoveGauntlet052,-5,Askadoodle,NB_IRun,3-0
2022-02-18T18:35:07.232-05:00,ToughLoveGauntlet052,-6,SWAG | Waddle,Askadoodle,0-3
2022-02-18T18:35:07.236-05:00,ToughLoveGauntlet052,-7,Wiltonlaws,Askadoodle,3-2
2022-02-18T18:35:07.242-05:00,ToughLoveGauntlet052,6,YC | YungDab,Wiltonlaws,3-0
2022-03-04T18:28:56.189-05:00,ToughLoveGauntlet054,1,Coherek,TheLambSaucelSNL,2-0
2022-03-04T18:28:56.208-05:00,ToughLoveGauntlet054,1,Horsin,Teboar(Moldy Broccoli #4395),0-2
2022-03-04T18:28:56.228-05:00,ToughLoveGauntlet054,1,luma07,Cute Pizza #3057,0-2
