date,tournament,round,player_1,player_2,score
2021-01-16T02:30:42.059+03:00,ToughLoveGauntlet002,1,Meatloafidklol (Dangerous Bean #somethingidk),TheBiggestCheese,3-0
2021-01-16T02:30:42.064+03:00,ToughLoveGauntlet002,1,Wiltonlaws,Kero (Cute Carrot #6075),2-3
2021-01-16T02:30:42.069+03:00,ToughLoveGauntlet002,1,Astrian,Mikey_Mike_,3-0
2021-01-16T02:30:42.074+03:00,ToughLoveGauntlet002,1,Kitten05,hot salmon#9857,3-0
2021-01-16T02:30:42.079+03:00,ToughLoveGauntlet002,2,Meatloafidklol (Dangerous Bean #somethingidk),Kero (Cute Carrot #6075),3-0
2021-01-16T02:30:42.083+03:00,ToughLoveGauntlet002,2,Astrian,Kitten05,3-0
2021-01-16T02:30:42.087+03:00,ToughLoveGauntlet002,3,Meatloafidklol (Dangerous Bean #somethingidk),Astrian,3-2
2021-01-16T02:30:42.091+03:00,ToughLoveGauntlet002,-1,TheBiggestCheese,Wiltonlaws,1-3
2021-01-16T02:30:42.095+03:00,ToughLoveGauntlet002,-1,Mikey_Mike_,hot salmon#9857,1-3
2021-01-16T02:30:42.099+03:00,ToughLoveGauntlet002,-2,Kitten05,Wiltonlaws,2-3
2021-01-16T02:30:42.103+03:00,ToughLoveGauntlet002,-2,Kero (Cute Carrot #6075),hot salmon#9857,3-1
2021-01-16T02:30:42.107+03:00,ToughLoveGauntlet002,-3,Wiltonlaws,Kero (Cute Carrot #6075),3-0
2021-01-16T02:30:42.111+03:00,ToughLoveGauntlet002,-4,Astrian,Wiltonlaws,3-1
2021-01-16T02:30:42.115+03:00,ToughLoveGauntlet002,4,Meatloafidklol (Dangerous Bean #somethingidk),Astrian,3-2
2021-02-12T19:36:29.771-04:00,ToughLoveGauntlet006,1,Wiltonlaws,SWAG | Waddle,2-0
2021-02-12T19:36:29.776-04:00,ToughLoveGauntlet006,1,ProfDeka (Bitter Pancake #7981),Handsome_Phil,1-2
2021-02-12T19:36:29.781-04:00,ToughLoveGauntlet006,2,Handsome_Phil,Wiltonlaws,2-1
2021-02-12T19:36:29.785-04:00,ToughLoveGauntlet006,2,SWAG | Waddle,ProfDeka (Bitter Pancake #7981),2-1
2021-02-12T19:36:29.789-04:00,ToughLoveGauntlet006,3,ProfDeka (Bitter Pancake #7981),Wiltonlaws,2-0
2021-02-12T19:36:29.792-04:00,ToughLoveGauntlet006,3,SWAG | Waddle,Handsome_Phil,0-2
2021-02-12T19:36:29.796-04:00,ToughLoveGauntlet006,4,SWAG | Waddle,Wiltonlaws,0-2
2021-02-12T19:36:29.800-04:00,ToughLoveGauntlet006,4,Handsome_Phil,ProfDeka (Bitter Pancake #7981),2-0
2021-02-12T19:36:29.803-04:00,ToughLoveGauntlet006,5,Wiltonlaws,Handsome_Phil,1-2
2021-02-12T19:36:29.807-04:00,ToughLoveGauntlet006,5,ProfDeka (Bitter Pancake #7981),SWAG | Waddle,2-1
2021-02-12T19:36:29.810-04:00,ToughLoveGauntlet006,6,Wiltonlaws,ProfDeka (Bitter Pancake #7981),2-0
2021-02-12T19:36:29.815-04:00,ToughLoveGauntlet006,6,Handsome_Phil,SWAG | Waddle,2-0
2021-02-27T06:32:28.275+07:00,ToughLoveGauntlet007,1,coffeeground | NiceRamen 8524,Yourlocalriverguide,2-0
2021-02-27T06:32:28.287+07:00,ToughLoveGauntlet007,1,CoconutWater,Blaze%,0-2
2021-02-27T06:32:28.297+07:00,ToughLoveGauntlet007,1,kaywayz,EllingtonReborn,2-1
2021-02-27T06:32:28.306+07:00,ToughLoveGauntlet007,1,eskimo,Exquisite_Buns,2-0
2021-02-27T06:32:28.318+07:00,ToughLoveGauntlet007,1,shyguyking,SWAG | Waddle,0-2
2021-02-27T06:32:28.328+07:00,ToughLoveGauntlet007,1,Wiltonlaws,mynameisdk,2-0
2021-02-27T06:32:28.344+07:00,ToughLoveGauntlet007,1,ParadoxSSF2,Chewy Lime#8289,0-2
2021-02-27T06:32:28.350+07:00,ToughLoveGauntlet007,2,Handsome_Phil,coffeeground | NiceRamen 8524,2-0
2021-02-27T06:32:28.362+07:00,ToughLoveGauntlet007,2,Blaze%,kaywayz,2-1
2021-02-27T06:32:28.371+07:00,ToughLoveGauntlet007,2,eskimo,SWAG | Waddle,0-2
2021-02-27T06:32:28.379+07:00,ToughLoveGauntlet007,2,Wiltonlaws,Chewy Lime#8289,2-0
2021-02-27T06:32:28.386+07:00,ToughLoveGauntlet007,3,Handsome_Phil,Blaze%,3-0
2021-02-27T06:32:28.392+07:00,ToughLoveGauntlet007,3,SWAG | Waddle,Wiltonlaws,0-3
2021-02-27T06:32:28.397+07:00,ToughLoveGauntlet007,4,Handsome_Phil,Wiltonlaws,3-2
2021-02-27T06:32:28.402+07:00,ToughLoveGauntlet007,-1,CoconutWater,EllingtonReborn,2-0
2021-02-27T06:32:28.407+07:00,ToughLoveGauntlet007,-1,Exquisite_Buns,shyguyking,2-1
2021-02-27T06:32:28.412+07:00,ToughLoveGauntlet007,-1,mynameisdk,ParadoxSSF2,0-2
2021-02-27T06:32:28.417+07:00,ToughLoveGauntlet007,-2,Chewy Lime#8289,Yourlocalriverguide,2-0
2021-02-27T06:32:28.422+07:00,ToughLoveGauntlet007,-2,eskimo,CoconutWater,2-0
2021-02-27T06:32:28.428+07:00,ToughLoveGauntlet007,-2,kaywayz,Exquisite_Buns,2-1
2021-02-27T06:32:28.432+07:00,ToughLoveGauntlet007,-2,coffeeground | NiceRamen 8524,ParadoxSSF2,2-1
2021-02-27T06:32:28.437+07:00,ToughLoveGauntlet007,-3,Chewy Lime#8289,eskimo,1-3
2021-02-27T06:32:28.441+07:00,ToughLoveGauntlet007,-3,kaywayz,coffeeground | NiceRamen 8524,0--1
2021-02-27T06:32:28.446+07:00,ToughLoveGauntlet007,-4,Blaze%,eskimo,2-3
2021-02-27T06:32:28.450+07:00,ToughLoveGauntlet007,-4,SWAG | Waddle,kaywayz,0--1
2021-02-27T06:32:28.454+07:00,ToughLoveGauntlet007,-5,eskimo,SWAG | Waddle,3-1
2021-02-27T06:32:28.461+07:00,ToughLoveGauntlet007,-6,Wiltonlaws,eskimo,2-3
2021-02-27T06:32:28.466+07:00,ToughLoveGauntlet007,5,Handsome_Phil,eskimo,3-1
2021-03-20T01:45:24.242+03:00,ToughLoveGauntlet010,1,kaywayz,Meep,2-1
2021-03-20T01:45:24.247+03:00,ToughLoveGauntlet010,1,ESGR (Sturdy Lemon #7871),Dysarethropoet (Tempting Lemon),2-1
2021-03-20T01:45:24.251+03:00,ToughLoveGauntlet010,1,Wiltonlaws,Noot,2-1
2021-03-20T01:45:24.255+03:00,ToughLoveGauntlet010,1,SWAG | Waddle,WarioKun,1-0
2021-03-20T01:45:24.260+03:00,ToughLoveGauntlet010,1,CoconutWater,bb7_risotto_6520,2-0
2021-03-20T01:45:24.264+03:00,ToughLoveGauntlet010,1,slyf0x,Hats (Salty Milk #3781),2-0
2021-03-20T01:45:24.268+03:00,ToughLoveGauntlet010,1,AuTomaton,EllingtonReborn,2-0
2021-03-20T01:45:24.272+03:00,ToughLoveGauntlet010,2,Blaze%,kaywayz,2-0
2021-03-20T01:45:24.277+03:00,ToughLoveGauntlet010,2,ESGR (Sturdy Lemon #7871),Wiltonlaws,0-2
2021-03-20T01:45:24.282+03:00,ToughLoveGauntlet010,2,SWAG | Waddle,CoconutWater,0-2
2021-03-20T01:45:24.286+03:00,ToughLoveGauntlet010,2,slyf0x,AuTomaton,2-0
2021-03-20T01:45:24.290+03:00,ToughLoveGauntlet010,3,Blaze%,Wiltonlaws,3-1
2021-03-20T01:45:24.294+03:00,ToughLoveGauntlet010,3,CoconutWater,slyf0x,1-3
2021-03-20T01:45:24.298+03:00,ToughLoveGauntlet010,4,Blaze%,slyf0x,2-3
2021-03-20T01:45:24.302+03:00,ToughLoveGauntlet010,-1,Dysarethropoet (Tempting Lemon),Noot,2-0
2021-03-20T01:45:24.308+03:00,ToughLoveGauntlet010,-1,WarioKun,bb7_risotto_6520,0-2
2021-03-20T01:45:24.312+03:00,ToughLoveGauntlet010,-1,Hats (Salty Milk #3781),EllingtonReborn,0-2
2021-03-20T01:45:24.317+03:00,ToughLoveGauntlet010,-2,AuTomaton,Meep,0-2
2021-03-20T01:45:24.321+03:00,ToughLoveGauntlet010,-2,SWAG | Waddle,Dysarethropoet (Tempting Lemon),2-0
2021-03-20T01:45:24.326+03:00,ToughLoveGauntlet010,-2,ESGR (Sturdy Lemon #7871),bb7_risotto_6520,2-0
2021-03-20T01:45:24.331+03:00,ToughLoveGauntlet010,-2,kaywayz,EllingtonReborn,2-0
2021-03-20T01:45:24.336+03:00,ToughLoveGauntlet010,-3,Meep,SWAG | Waddle,2-3
2021-03-20T01:45:24.341+03:00,ToughLoveGauntlet010,-3,ESGR (Sturdy Lemon #7871),kaywayz,2-3
2021-03-20T01:45:24.346+03:00,ToughLoveGauntlet010,-4,Wiltonlaws,SWAG | Waddle,3-1
2021-03-20T01:45:24.351+03:00,ToughLoveGauntlet010,-4,CoconutWater,kaywayz,3-0
2021-03-20T01:45:24.355+03:00,ToughLoveGauntlet010,-5,Wiltonlaws,CoconutWater,0-3
2021-03-20T01:45:24.359+03:00,ToughLoveGauntlet010,-6,Blaze%,CoconutWater,2-3
2021-03-20T01:45:24.364+03:00,ToughLoveGauntlet010,5,slyf0x,CoconutWater,3-0
2021-03-26T21:31:28.152-01:00,ToughLoveGauntlet011,1,Blaze%,HadmeNinja69,2-0
2021-03-26T21:31:28.165-01:00,ToughLoveGauntlet011,1,Lolcarrots,Kyochan_Bridge,2-1
2021-03-26T21:31:28.172-01:00,ToughLoveGauntlet011,1,SWAG | Waddle,EllingtonReborn,2-0
2021-03-26T21:31:28.178-01:00,ToughLoveGauntlet011,1,Meep,Puzzlebox,2-0
2021-03-26T21:31:28.184-01:00,ToughLoveGauntlet011,1,The_Grum,H_kun99,2-0
2021-03-26T21:31:28.190-01:00,ToughLoveGauntlet011,1,ESGR (Sturdy Lemon #7871),SolarFlare15,1-2
2021-03-26T21:31:28.196-01:00,ToughLoveGauntlet011,1,YC | YungDab,IMaginatory [Dank Noodle 2712],2-0
2021-03-26T21:31:28.202-01:00,ToughLoveGauntlet011,1,smaax,Hats (Salty Milk #3781),2-0
2021-03-26T21:31:28.207-01:00,ToughLoveGauntlet011,2,Blaze%,Lolcarrots,2-0
2021-03-26T21:31:28.215-01:00,ToughLoveGauntlet011,2,SWAG | Waddle,Meep,2-0
2021-03-26T21:31:28.226-01:00,ToughLoveGauntlet011,2,The_Grum,SolarFlare15,2-1
2021-03-26T21:31:28.233-01:00,ToughLoveGauntlet011,2,YC | YungDab,smaax,1-2
2021-03-26T21:31:28.239-01:00,ToughLoveGauntlet011,3,Blaze%,SWAG | Waddle,3-0
2021-03-26T21:31:28.243-01:00,ToughLoveGauntlet011,3,The_Grum,smaax,3-2
2021-03-26T21:31:28.251-01:00,ToughLoveGauntlet011,4,Blaze%,The_Grum,3-0
2021-03-26T21:31:28.261-01:00,ToughLoveGauntlet011,-1,HadmeNinja69,Kyochan_Bridge,0-2
2021-03-26T21:31:28.275-01:00,ToughLoveGauntlet011,-1,EllingtonReborn,Puzzlebox,0-2
2021-03-26T21:31:28.282-01:00,ToughLoveGauntlet011,-1,H_kun99,ESGR (Sturdy Lemon #7871),0-2
2021-03-26T21:31:28.289-01:00,ToughLoveGauntlet011,-1,IMaginatory [Dank Noodle 2712],Hats (Salty Milk #3781),2-0
2021-03-26T21:31:28.295-01:00,ToughLoveGauntlet011,-2,YC | YungDab,Kyochan_Bridge,2-0
2021-03-26T21:31:28.306-01:00,ToughLoveGauntlet011,-2,SolarFlare15,Puzzlebox,1-2
2021-03-26T21:31:28.316-01:00,ToughLoveGauntlet011,-2,Meep,ESGR (Sturdy Lemon #7871),2-1
2021-03-26T21:31:28.323-01:00,ToughLoveGauntlet011,-2,Lolcarrots,IMaginatory [Dank Noodle 2712],0-2
2021-03-26T21:31:28.329-01:00,ToughLoveGauntlet011,-3,YC | YungDab,Puzzlebox,3-0
2021-03-26T21:31:28.333-01:00,ToughLoveGauntlet011,-3,Meep,IMaginatory [Dank Noodle 2712],3-1
2021-03-26T21:31:28.338-01:00,ToughLoveGauntlet011,-4,SWAG | Waddle,YC | YungDab,3-0
2021-03-26T21:31:28.354-01:00,ToughLoveGauntlet011,-4,smaax,Meep,3-1
2021-03-26T21:31:28.362-01:00,ToughLoveGauntlet011,-5,SWAG | Waddle,smaax,3-0
2021-03-26T21:31:28.377-01:00,ToughLoveGauntlet011,-6,The_Grum,SWAG | Waddle,0-3
2021-03-26T21:31:28.388-01:00,ToughLoveGauntlet011,5,Blaze%,SWAG | Waddle,3-2
2021-04-02T17:37:44.526-04:00,ToughLoveGauntlet012,1,Puzzlebox,Kyochan_Bridge,2-0
2021-04-02T17:37:44.536-04:00,ToughLoveGauntlet012,1,IMaginatory [Dank Noodle 2712],pikachuprobably,2-1
2021-04-02T17:37:44.545-04:00,ToughLoveGauntlet012,2,Blaze%,Puzzlebox,2-0
2021-04-02T17:37:44.555-04:00,ToughLoveGauntlet012,2,ESGR (Sturdy Lemon #7871),Wiltonlaws,0-2
2021-04-02T17:37:44.560-04:00,ToughLoveGauntlet012,2,SWAG | Waddle,IMaginatory [Dank Noodle 2712],2-1
2021-04-02T17:37:44.564-04:00,ToughLoveGauntlet012,2,Meep,CoconutWater,2-0
2021-04-02T17:37:44.569-04:00,ToughLoveGauntlet012,3,Blaze%,Wiltonlaws,3-2
2021-04-02T17:37:44.576-04:00,ToughLoveGauntlet012,3,SWAG | Waddle,Meep,1-3
2021-04-02T17:37:44.580-04:00,ToughLoveGauntlet012,4,Blaze%,Meep,3-0
2021-04-02T17:37:44.589-04:00,ToughLoveGauntlet012,-1,CoconutWater,Kyochan_Bridge,2-0
2021-04-02T17:37:44.596-04:00,ToughLoveGauntlet012,-1,ESGR (Sturdy Lemon #7871),pikachuprobably,2-0
2021-04-02T17:37:44.606-04:00,ToughLoveGauntlet012,-2,IMaginatory [Dank Noodle 2712],CoconutWater,2-0
2021-04-02T17:37:44.621-04:00,ToughLoveGauntlet012,-2,Puzzlebox,ESGR (Sturdy Lemon #7871),2-1
2021-04-02T17:37:44.627-04:00,ToughLoveGauntlet012,-3,Wiltonlaws,IMaginatory [Dank Noodle 2712],2-3
2021-04-02T17:37:44.634-04:00,ToughLoveGauntlet012,-3,SWAG | Waddle,Puzzlebox,3-1
2021-04-02T17:37:44.640-04:00,ToughLoveGauntlet012,-4,IMaginatory [Dank Noodle 2712],SWAG | Waddle,2-3
2021-04-02T17:37:44.647-04:00,ToughLoveGauntlet012,-5,Meep,SWAG | Waddle,3-1
2021-04-02T17:37:44.652-04:00,ToughLoveGauntlet012,5,Blaze%,Meep,3-0
2021-04-10T00:32:52.539+02:00,ToughLoveGauntlet013,1,kaywayz,pikachuprobably,0-2
2021-04-10T00:32:52.546+02:00,ToughLoveGauntlet013,1,busydon,MasaruS,2-1
2021-04-10T00:32:52.551+02:00,ToughLoveGauntlet013,2,Blaze%,pikachuprobably,2-0
2021-04-10T00:32:52.556+02:00,ToughLoveGauntlet013,2,CoconutWater,Wiltonlaws,-1-0
2021-04-10T00:32:52.561+02:00,ToughLoveGauntlet013,2,SWAG | Waddle,busydon,1-2
2021-04-10T00:32:52.566+02:00,ToughLoveGauntlet013,2,Meep,HadmeNinja69,2-0
2021-04-10T00:32:52.570+02:00,ToughLoveGauntlet013,3,Blaze%,Wiltonlaws,0--1
2021-04-10T00:32:52.575+02:00,ToughLoveGauntlet013,3,busydon,Meep,1-3
2021-04-10T00:32:52.579+02:00,ToughLoveGauntlet013,4,Blaze%,Meep,3-0
2021-04-10T00:32:52.583+02:00,ToughLoveGauntlet013,-1,HadmeNinja69,kaywayz,0-2
2021-04-10T00:32:52.587+02:00,ToughLoveGauntlet013,-1,CoconutWater,MasaruS,-1-0
2021-04-10T00:32:52.591+02:00,ToughLoveGauntlet013,-2,SWAG | Waddle,kaywayz,2-0
2021-04-10T00:32:52.596+02:00,ToughLoveGauntlet013,-2,pikachuprobably,MasaruS,0-2
2021-04-10T00:32:52.600+02:00,ToughLoveGauntlet013,-3,Wiltonlaws,SWAG | Waddle,-1-0
2021-04-10T00:32:52.603+02:00,ToughLoveGauntlet013,-3,busydon,MasaruS,3-0
2021-04-10T00:32:52.607+02:00,ToughLoveGauntlet013,-4,SWAG | Waddle,busydon,3-2
2021-04-10T00:32:52.611+02:00,ToughLoveGauntlet013,-5,Meep,SWAG | Waddle,3-0
2021-04-10T00:32:52.616+02:00,ToughLoveGauntlet013,5,Blaze%,Meep,3-0
2021-04-23T18:30:33.265-04:00,ToughLoveGauntlet015,1,Selofeals,bolin4321,1-2
2021-04-23T18:30:33.271-04:00,ToughLoveGauntlet015,1,H_kun99,r0bib,2-1
2021-04-23T18:30:33.276-04:00,ToughLoveGauntlet015,2,SWAG | Waddle,bolin4321,2-0
2021-04-23T18:30:33.282-04:00,ToughLoveGauntlet015,2,Meep,mpaulweeks,2-0
2021-04-23T18:30:33.286-04:00,ToughLoveGauntlet015,2,Wiltonlaws,H_kun99,2-0
2021-04-23T18:30:33.290-04:00,ToughLoveGauntlet015,2,YC | YungDab,yewt,0--1
2021-04-23T18:30:33.295-04:00,ToughLoveGauntlet015,3,SWAG | Waddle,Meep,3-0
2021-04-23T18:30:33.300-04:00,ToughLoveGauntlet015,3,Wiltonlaws,YC | YungDab,1-3
2021-04-23T18:30:33.304-04:00,ToughLoveGauntlet015,4,SWAG | Waddle,YC | YungDab,3-2
2021-04-23T18:30:33.308-04:00,ToughLoveGauntlet015,-1,yewt,Selofeals,-1-0
2021-04-23T18:30:33.313-04:00,ToughLoveGauntlet015,-1,mpaulweeks,r0bib,1-2
2021-04-23T18:30:33.317-04:00,ToughLoveGauntlet015,-2,H_kun99,Selofeals,-1-0
2021-04-23T18:30:33.323-04:00,ToughLoveGauntlet015,-2,bolin4321,r0bib,0-3
2021-04-23T18:30:33.327-04:00,ToughLoveGauntlet015,-3,Meep,Selofeals,3-0
2021-04-23T18:30:33.331-04:00,ToughLoveGauntlet015,-3,Wiltonlaws,r0bib,3-0
2021-04-23T18:30:33.336-04:00,ToughLoveGauntlet015,-4,Meep,Wiltonlaws,3-2
2021-04-23T18:30:33.339-04:00,ToughLoveGauntlet015,-5,YC | YungDab,Meep,3-0
2021-04-23T18:30:33.343-04:00,ToughLoveGauntlet015,5,SWAG | Waddle,YC | YungDab,5-2
2021-05-01T06:31:18.300+08:00,ToughLoveGauntlet016,1,r0bib,HadmeNinja69,0-2
2021-05-01T06:31:18.309+08:00,ToughLoveGauntlet016,1,Meep,pikachuprobably,2-0
2021-05-01T06:31:18.314+08:00,ToughLoveGauntlet016,1,Tidazi,Kyochan_Bridge,2-0
2021-05-01T06:31:18.320+08:00,ToughLoveGauntlet016,1,SWAG | Waddle,Belknap,2-0
2021-05-01T06:31:18.326+08:00,ToughLoveGauntlet016,1,NB_IRun,Hoi__Poi Mushy Mushroom,2-1
2021-05-01T06:31:18.333+08:00,ToughLoveGauntlet016,1,YC | YungDab,bolin4321,2-0
2021-05-01T06:31:18.339+08:00,ToughLoveGauntlet016,1,Wiltonlaws,mpaulweeks,2-0
2021-05-01T06:31:18.346+08:00,ToughLoveGauntlet016,2,busydon,HadmeNinja69,2-0
2021-05-01T06:31:18.354+08:00,ToughLoveGauntlet016,2,Meep,Tidazi,2-0
2021-05-01T06:31:18.362+08:00,ToughLoveGauntlet016,2,SWAG | Waddle,NB_IRun,2-0
2021-05-01T06:31:18.368+08:00,ToughLoveGauntlet016,2,YC | YungDab,Wiltonlaws,2-0
2021-05-01T06:31:18.375+08:00,ToughLoveGauntlet016,3,busydon,Meep,3-0
2021-05-01T06:31:18.381+08:00,ToughLoveGauntlet016,3,SWAG | Waddle,YC | YungDab,2-3
2021-05-01T06:31:18.387+08:00,ToughLoveGauntlet016,4,busydon,YC | YungDab,3-0
2021-05-01T06:31:18.394+08:00,ToughLoveGauntlet016,-1,pikachuprobably,Kyochan_Bridge,2-1
2021-05-01T06:31:18.402+08:00,ToughLoveGauntlet016,-1,Belknap,Hoi__Poi Mushy Mushroom,0-2
2021-05-01T06:31:18.408+08:00,ToughLoveGauntlet016,-1,bolin4321,mpaulweeks,2-1
2021-05-01T06:31:18.415+08:00,ToughLoveGauntlet016,-2,Wiltonlaws,r0bib,2-0
2021-05-01T06:31:18.421+08:00,ToughLoveGauntlet016,-2,NB_IRun,pikachuprobably,2-1
2021-05-01T06:31:18.427+08:00,ToughLoveGauntlet016,-2,Tidazi,Hoi__Poi Mushy Mushroom,0-2
2021-05-01T06:31:18.433+08:00,ToughLoveGauntlet016,-2,HadmeNinja69,bolin4321,0-2
2021-05-01T06:31:18.439+08:00,ToughLoveGauntlet016,-3,Wiltonlaws,NB_IRun,3-0
2021-05-01T06:31:18.444+08:00,ToughLoveGauntlet016,-3,Hoi__Poi Mushy Mushroom,bolin4321,3-1
2021-05-01T06:31:18.450+08:00,ToughLoveGauntlet016,-4,Meep,Wiltonlaws,3-0
2021-05-01T06:31:18.457+08:00,ToughLoveGauntlet016,-4,SWAG | Waddle,Hoi__Poi Mushy Mushroom,0-3
2021-05-01T06:31:18.463+08:00,ToughLoveGauntlet016,-5,Meep,Hoi__Poi Mushy Mushroom,3-0
2021-05-01T06:31:18.469+08:00,ToughLoveGauntlet016,-6,YC | YungDab,Meep,3-1
2021-05-01T06:31:18.475+08:00,ToughLoveGauntlet016,5,busydon,YC | YungDab,3-0
2021-05-08T00:31:41.734+02:00,ToughLoveGauntlet017,1,pikachuprobably,WeakBeef,0--1
2021-05-08T00:31:41.865+02:00,ToughLoveGauntlet017,1,Selofeals,H_kun99,-1-0
2021-05-08T00:31:41.871+02:00,ToughLoveGauntlet017,1,Nice Rice#3584,BlueicyDasani,2-0
2021-05-08T00:31:41.876+02:00,ToughLoveGauntlet017,2,busydon,pikachuprobably,2-0
2021-05-08T00:31:41.880+02:00,ToughLoveGauntlet017,2,Wiltonlaws,HadmeNinja69,2-0
2021-05-08T00:31:41.885+02:00,ToughLoveGauntlet017,2,SWAG | Waddle,H_kun99,2-0
2021-05-08T00:31:41.889+02:00,ToughLoveGauntlet017,2,Meep,Nice Rice#3584,2-1
2021-05-08T00:31:41.893+02:00,ToughLoveGauntlet017,3,busydon,Wiltonlaws,2-3
2021-05-08T00:31:41.897+02:00,ToughLoveGauntlet017,3,SWAG | Waddle,Meep,3-2
2021-05-08T00:31:41.902+02:00,ToughLoveGauntlet017,4,Wiltonlaws,SWAG | Waddle,1-3
2021-05-08T00:31:41.906+02:00,ToughLoveGauntlet017,-1,Nice Rice#3584,WeakBeef,0--1
2021-05-08T00:31:41.911+02:00,ToughLoveGauntlet017,-1,HadmeNinja69,Selofeals,0--1
2021-05-08T00:31:41.915+02:00,ToughLoveGauntlet017,-1,pikachuprobably,BlueicyDasani,2-0
2021-05-08T00:31:41.923+02:00,ToughLoveGauntlet017,-2,H_kun99,Nice Rice#3584,0-2
2021-05-08T00:31:42.072+02:00,ToughLoveGauntlet017,-2,HadmeNinja69,pikachuprobably,0-2
2021-05-08T00:31:42.078+02:00,ToughLoveGauntlet017,-3,busydon,Nice Rice#3584,3-1
2021-05-08T00:31:42.092+02:00,ToughLoveGauntlet017,-3,Meep,pikachuprobably,3-0
2021-05-08T00:31:42.107+02:00,ToughLoveGauntlet017,-4,busydon,Meep,3-0
2021-05-08T00:31:42.176+02:00,ToughLoveGauntlet017,-5,Wiltonlaws,busydon,0-3
2021-05-08T00:31:42.193+02:00,ToughLoveGauntlet017,5,SWAG | Waddle,busydon,0-3
2021-05-08T00:31:42.265+02:00,ToughLoveGauntlet017,5,busydon,SWAG | Waddle,3-1
2021-05-22T05:38:35.603+07:00,ToughLoveGauntlet019,1,pikachuprobably,mpaulweeks,2-1
2021-05-22T05:38:35.622+07:00,ToughLoveGauntlet019,1,Wiltonlaws,The_Grum,1-2
2021-05-22T05:38:35.632+07:00,ToughLoveGauntlet019,1,Rose,Selofeals,2-0
2021-05-22T05:38:35.673+07:00,ToughLoveGauntlet019,1,YC | Pslamist,H_kun99,"0-2,0-2"
2021-05-22T05:38:35.707+07:00,ToughLoveGauntlet019,2,Handsome_Phil,pikachuprobably,2-1
2021-05-22T05:38:35.725+07:00,ToughLoveGauntlet019,2,SWAG | Waddle,The_Grum,1-2
2021-05-22T05:38:35.734+07:00,ToughLoveGauntlet019,2,busydon,Rose,2-0
2021-05-22T05:38:35.745+07:00,ToughLoveGauntlet019,2,Meep,H_kun99,2-0
2021-05-22T05:38:35.757+07:00,ToughLoveGauntlet019,3,Handsome_Phil,The_Grum,3-1
2021-05-22T05:38:35.767+07:00,ToughLoveGauntlet019,3,busydon,Meep,3-1
2021-05-22T05:38:35.773+07:00,ToughLoveGauntlet019,4,Handsome_Phil,busydon,3-0
2021-05-22T05:38:35.779+07:00,ToughLoveGauntlet019,-1,H_kun99,mpaulweeks,0-2
2021-05-22T05:38:35.786+07:00,ToughLoveGauntlet019,-1,Rose,Wiltonlaws,0-2
2021-05-22T05:38:35.794+07:00,ToughLoveGauntlet019,-1,SWAG | Waddle,Selofeals,2-0
2021-05-22T05:38:35.799+07:00,ToughLoveGauntlet019,-1,pikachuprobably,YC | Pslamist,"2-0,2-1"
2021-05-22T05:38:35.804+07:00,ToughLoveGauntlet019,-2,mpaulweeks,Wiltonlaws,0-2
2021-05-22T05:38:35.810+07:00,ToughLoveGauntlet019,-2,SWAG | Waddle,pikachuprobably,2-0
2021-05-22T05:38:35.815+07:00,ToughLoveGauntlet019,-3,The_Grum,Wiltonlaws,3-2
2021-05-22T05:38:35.823+07:00,ToughLoveGauntlet019,-3,Meep,SWAG | Waddle,2-3
2021-05-22T05:38:35.830+07:00,ToughLoveGauntlet019,-4,The_Grum,SWAG | Waddle,3-0
2021-05-22T05:38:35.843+07:00,ToughLoveGauntlet019,-5,busydon,The_Grum,3-1
2021-05-22T05:38:35.848+07:00,ToughLoveGauntlet019,5,Handsome_Phil,busydon,3-0
2021-05-28T17:34:37.748-05:00,ToughLoveGauntlet020,1,mpaulweeks,kaywayz,1-2
2021-05-28T17:34:37.762-05:00,ToughLoveGauntlet020,1,Wiltonlaws,ParadoxSSF2,2-0
2021-05-28T17:34:37.768-05:00,ToughLoveGauntlet020,1,YC | YungDab,Resolve0396,2-0
2021-05-28T17:34:37.773-05:00,ToughLoveGauntlet020,1,YC | Pslamist,H_kun99,"1-2,2-0,0-2"
2021-05-28T17:34:37.777-05:00,ToughLoveGauntlet020,1,pikachuprobably,Meep,1-2
2021-05-28T17:34:37.781-05:00,ToughLoveGauntlet020,2,Abbock,kaywayz,2-0
2021-05-28T17:34:37.786-05:00,ToughLoveGauntlet020,2,Wiltonlaws,YC | YungDab,2-1
2021-05-28T17:34:37.791-05:00,ToughLoveGauntlet020,2,SWAG | Waddle,H_kun99,2-0
2021-05-28T17:34:37.795-05:00,ToughLoveGauntlet020,2,Meep,Meep,2-1
2021-05-28T17:34:37.799-05:00,ToughLoveGauntlet020,3,Abbock,Wiltonlaws,3-0
2021-05-28T17:34:37.803-05:00,ToughLoveGauntlet020,3,SWAG | Waddle,Meep,3-1
2021-05-28T17:34:37.807-05:00,ToughLoveGauntlet020,4,Abbock,SWAG | Waddle,2-3
2021-05-28T17:34:37.812-05:00,ToughLoveGauntlet020,-1,ParadoxSSF2,Resolve0396,
2021-05-28T17:34:37.816-05:00,ToughLoveGauntlet020,-2,Meep,mpaulweeks,2-1
2021-05-28T17:34:37.821-05:00,ToughLoveGauntlet020,-2,H_kun99,ParadoxSSF2,2-1
