date,tournament,round,player_1,player_2,score
2021-05-28T17:34:37.825-05:00,ToughLoveGauntlet020,-2,YC | YungDab,YC | Pslamist,"2-1,2-0"
2021-05-28T17:34:37.829-05:00,ToughLoveGauntlet020,-2,kaywayz,pikachuprobably,0-2
2021-05-28T17:34:37.834-05:00,ToughLoveGauntlet020,-3,Meep,H_kun99,3-0
2021-05-28T17:34:37.837-05:00,ToughLoveGauntlet020,-3,YC | YungDab,pikachuprobably,3-0
2021-05-28T17:34:37.841-05:00,ToughLoveGauntlet020,-4,Wiltonlaws,Meep,2-3
2021-05-28T17:34:37.845-05:00,ToughLoveGauntlet020,-4,Meep,YC | YungDab,0-3
2021-05-28T17:34:37.849-05:00,ToughLoveGauntlet020,-5,Meep,YC | YungDab,0-3
2021-05-28T17:34:37.852-05:00,ToughLoveGauntlet020,-6,Abbock,YC | YungDab,3-1
2021-05-28T17:34:37.856-05:00,ToughLoveGauntlet020,5,SWAG | Waddle,Abbock,2-3
2021-05-28T17:34:37.860-05:00,ToughLoveGauntlet020,5,Abbock,SWAG | Waddle,3-1
2021-06-05T00:35:57.357+02:00,ToughLoveGauntlet021,1,ESGR (Sturdy Lemon #7871),mpaulweeks,3-2
2021-06-05T00:35:57.372+02:00,ToughLoveGauntlet021,1,Meep,H_kun99,3-0
2021-06-05T00:35:57.380+02:00,ToughLoveGauntlet021,1,YC | Pslamist,Meep,"2-0,2-0,0-2,0-2,2-1"
2021-06-05T00:35:57.386+02:00,ToughLoveGauntlet021,2,SWAG | Waddle,ESGR (Sturdy Lemon #7871),3-1
2021-06-05T00:35:57.391+02:00,ToughLoveGauntlet021,2,Meep,YC | Pslamist,"2-0,2-0,2-0"
2021-06-05T00:35:57.396+02:00,ToughLoveGauntlet021,3,SWAG | Waddle,Meep,3-1
2021-06-05T00:35:57.406+02:00,ToughLoveGauntlet021,-1,H_kun99,Meep,0-3
2021-06-05T00:35:57.414+02:00,ToughLoveGauntlet021,-2,YC | Pslamist,mpaulweeks,"2-0,2-0,1-2,0-2,2-0"
2021-06-05T00:35:57.419+02:00,ToughLoveGauntlet021,-2,ESGR (Sturdy Lemon #7871),Meep,3-1
2021-06-05T00:35:57.424+02:00,ToughLoveGauntlet021,-3,YC | Pslamist,ESGR (Sturdy Lemon #7871),"2-1,2-1,0-2,2-0"
2021-06-05T00:35:57.428+02:00,ToughLoveGauntlet021,-4,Meep,YC | Pslamist,"2-1,2-0,2-0"
2021-06-05T00:35:57.437+02:00,ToughLoveGauntlet021,4,SWAG | Waddle,Meep,2-3
2021-06-05T00:35:57.442+02:00,ToughLoveGauntlet021,4,Meep,SWAG | Waddle,3-1
2021-06-12T07:28:51.610+09:00,ToughLoveGauntlet022,1,pikachuprobably,Kyochan_Bridge,0-2
2021-06-12T07:28:51.618+09:00,ToughLoveGauntlet022,1,kaywayz,Astrian,-1-0
2021-06-12T07:28:51.622+09:00,ToughLoveGauntlet022,1,MotorMouth375,bb7_risotto_6520,0-2
2021-06-12T07:28:51.626+09:00,ToughLoveGauntlet022,1,MasaruS,Askadoodle,2-1
2021-06-12T07:28:51.635+09:00,ToughLoveGauntlet022,2,Abbock,Kyochan_Bridge,1-2
2021-06-12T07:28:51.646+09:00,ToughLoveGauntlet022,2,Wiltonlaws,Astrian,2-1
2021-06-12T07:28:51.650+09:00,ToughLoveGauntlet022,2,SWAG | Waddle,bb7_risotto_6520,2-1
2021-06-12T07:28:51.654+09:00,ToughLoveGauntlet022,2,Meep,MasaruS,2-0
2021-06-12T07:28:51.658+09:00,ToughLoveGauntlet022,3,Kyochan_Bridge,Wiltonlaws,2-3
2021-06-12T07:28:51.662+09:00,ToughLoveGauntlet022,3,SWAG | Waddle,Meep,3-0
2021-06-12T07:28:51.666+09:00,ToughLoveGauntlet022,4,Wiltonlaws,SWAG | Waddle,3-2
2021-06-12T07:28:51.670+09:00,ToughLoveGauntlet022,-1,MasaruS,pikachuprobably,0-2
2021-06-12T07:28:51.675+09:00,ToughLoveGauntlet022,-1,bb7_risotto_6520,kaywayz,0--1
2021-06-12T07:28:51.679+09:00,ToughLoveGauntlet022,-1,Astrian,MotorMouth375,2-0
2021-06-12T07:28:51.685+09:00,ToughLoveGauntlet022,-1,Abbock,Askadoodle,2-0
2021-06-12T07:28:51.694+09:00,ToughLoveGauntlet022,-2,pikachuprobably,bb7_risotto_6520,2-0
2021-06-12T07:28:51.701+09:00,ToughLoveGauntlet022,-2,Astrian,Abbock,1-2
2021-06-12T07:28:51.708+09:00,ToughLoveGauntlet022,-3,Kyochan_Bridge,pikachuprobably,0-3
2021-06-12T07:28:51.713+09:00,ToughLoveGauntlet022,-3,Meep,Abbock,2-3
2021-06-12T07:28:51.719+09:00,ToughLoveGauntlet022,-4,pikachuprobably,Abbock,0-3
2021-06-12T07:28:51.724+09:00,ToughLoveGauntlet022,-5,SWAG | Waddle,Abbock,1-3
2021-06-12T07:28:51.728+09:00,ToughLoveGauntlet022,5,Wiltonlaws,Abbock,1-3
2021-06-12T07:28:51.732+09:00,ToughLoveGauntlet022,5,Abbock,Wiltonlaws,2-3
2021-06-18T19:30:50.711-03:00,ToughLoveGauntlet023,1,YC | YungDab,bb7_risotto_6520,2-0
2021-06-18T19:30:50.715-03:00,ToughLoveGauntlet023,1,Meep,pikachuprobably,2-0
2021-06-18T19:30:50.719-03:00,ToughLoveGauntlet023,1,LungsterX (Salty Lobster #9241),NB_IRun,2-1
2021-06-18T19:30:50.723-03:00,ToughLoveGauntlet023,1,Astrian,GEESEHOWARD1,0--1
2021-06-18T19:30:50.729-03:00,ToughLoveGauntlet023,2,YC | YungDab,Meep,3-0
2021-06-18T19:30:50.733-03:00,ToughLoveGauntlet023,2,LungsterX (Salty Lobster #9241),Astrian,2-3
2021-06-18T19:30:50.738-03:00,ToughLoveGauntlet023,3,YC | YungDab,Astrian,3-0
2021-06-18T19:30:50.744-03:00,ToughLoveGauntlet023,-1,bb7_risotto_6520,pikachuprobably,0-2
2021-06-18T19:30:50.753-03:00,ToughLoveGauntlet023,-1,NB_IRun,GEESEHOWARD1,0--1
2021-06-18T19:30:50.757-03:00,ToughLoveGauntlet023,-2,LungsterX (Salty Lobster #9241),pikachuprobably,0-3
2021-06-18T19:30:50.761-03:00,ToughLoveGauntlet023,-2,Meep,NB_IRun,3-0
2021-06-18T19:30:50.766-03:00,ToughLoveGauntlet023,-3,pikachuprobably,Meep,0-3
2021-06-18T19:30:50.769-03:00,ToughLoveGauntlet023,-4,Astrian,Meep,1-3
2021-06-18T19:30:50.775-03:00,ToughLoveGauntlet023,4,YC | YungDab,Meep,3-2
2021-06-25T17:36:06.538-05:00,ToughLoveGauntlet024,1,NB_IRun,bb7_risotto_6520,0--1
2021-06-25T17:36:06.545-05:00,ToughLoveGauntlet024,1,SWAG | Waddle,Aqua Fortis (Hard Eggplant#2841),1-2
2021-06-25T17:36:06.549-05:00,ToughLoveGauntlet024,1,Astrian,Meep,2-0
2021-06-25T17:36:06.553-05:00,ToughLoveGauntlet024,1,pikachuprobably,Disco,2-0
2021-06-25T17:36:06.556-05:00,ToughLoveGauntlet024,1,MeepSquared,Askadoodle,2-1
2021-06-25T17:36:06.561-05:00,ToughLoveGauntlet024,1,Kyochan_Bridge,SquidSlash (Groovy Lobster #1766),2-0
2021-06-25T17:36:06.564-05:00,ToughLoveGauntlet024,2,busydon,NB_IRun,2-0
2021-06-25T17:36:06.569-05:00,ToughLoveGauntlet024,2,Aqua Fortis (Hard Eggplant#2841),Astrian,1-2
2021-06-25T17:36:06.574-05:00,ToughLoveGauntlet024,2,YC | YungDab,pikachuprobably,2-0
2021-06-25T17:36:06.578-05:00,ToughLoveGauntlet024,2,MeepSquared,Kyochan_Bridge,2-0
2021-06-25T17:36:06.581-05:00,ToughLoveGauntlet024,3,busydon,Astrian,3-0
2021-06-25T17:36:06.585-05:00,ToughLoveGauntlet024,3,YC | YungDab,MeepSquared,3-0
2021-06-25T17:36:06.589-05:00,ToughLoveGauntlet024,4,busydon,YC | YungDab,0-3
2021-06-25T17:36:06.592-05:00,ToughLoveGauntlet024,-1,SWAG | Waddle,Meep,2-0
2021-06-25T17:36:06.598-05:00,ToughLoveGauntlet024,-1,Askadoodle,SquidSlash (Groovy Lobster #1766),2-0
2021-06-25T17:36:06.602-05:00,ToughLoveGauntlet024,-2,Kyochan_Bridge,bb7_risotto_6520,0--1
2021-06-25T17:36:06.607-05:00,ToughLoveGauntlet024,-2,pikachuprobably,SWAG | Waddle,0-2
2021-06-25T17:36:06.613-05:00,ToughLoveGauntlet024,-2,Aqua Fortis (Hard Eggplant#2841),Disco,2-0
2021-06-25T17:36:06.624-05:00,ToughLoveGauntlet024,-2,NB_IRun,Askadoodle,2-1
2021-06-25T17:36:06.630-05:00,ToughLoveGauntlet024,-3,Kyochan_Bridge,SWAG | Waddle,3-0
2021-06-25T17:36:06.637-05:00,ToughLoveGauntlet024,-3,Aqua Fortis (Hard Eggplant#2841),NB_IRun,3-0
2021-06-25T17:36:06.644-05:00,ToughLoveGauntlet024,-4,Astrian,Kyochan_Bridge,2-3
2021-06-25T17:36:06.651-05:00,ToughLoveGauntlet024,-4,MeepSquared,Aqua Fortis (Hard Eggplant#2841),2-3
2021-06-25T17:36:06.656-05:00,ToughLoveGauntlet024,-5,Kyochan_Bridge,Aqua Fortis (Hard Eggplant#2841),0-3
2021-06-25T17:36:06.661-05:00,ToughLoveGauntlet024,-6,busydon,Aqua Fortis (Hard Eggplant#2841),1-3
2021-06-25T17:36:06.666-05:00,ToughLoveGauntlet024,5,YC | YungDab,Aqua Fortis (Hard Eggplant#2841),2-3
2021-06-25T17:36:06.671-05:00,ToughLoveGauntlet024,5,Aqua Fortis (Hard Eggplant#2841),YC | YungDab,2-3
2021-07-02T23:25:13.600+01:00,ToughLoveGauntlet025,1,Askadoodle,Strtfght88,2-0
2021-07-02T23:25:13.606+01:00,ToughLoveGauntlet025,1,pikachuprobably,fredruary,2-1
2021-07-02T23:25:13.610+01:00,ToughLoveGauntlet025,1,Kyochan_Bridge,Acminost,2-0
2021-07-02T23:25:13.614+01:00,ToughLoveGauntlet025,2,Handsome_Phil,Askadoodle,2-0
2021-07-02T23:25:13.619+01:00,ToughLoveGauntlet025,2,SWAG | Waddle,Mikey_Mike_,2-0
2021-07-02T23:25:13.624+01:00,ToughLoveGauntlet025,2,YC | YungDab,pikachuprobably,2-0
2021-07-02T23:25:13.628+01:00,ToughLoveGauntlet025,2,MeepSquared,Kyochan_Bridge,1-2
2021-07-02T23:25:13.632+01:00,ToughLoveGauntlet025,3,Handsome_Phil,SWAG | Waddle,1-3
2021-07-02T23:25:13.637+01:00,ToughLoveGauntlet025,3,YC | YungDab,Kyochan_Bridge,3-1
2021-07-02T23:25:13.641+01:00,ToughLoveGauntlet025,4,SWAG | Waddle,YC | YungDab,0-3
2021-07-02T23:25:13.645+01:00,ToughLoveGauntlet025,-1,MeepSquared,Strtfght88,2-1
2021-07-02T23:25:13.651+01:00,ToughLoveGauntlet025,-1,Mikey_Mike_,fredruary,2-1
2021-07-02T23:25:13.655+01:00,ToughLoveGauntlet025,-1,Askadoodle,Acminost,2-1
2021-07-02T23:25:13.659+01:00,ToughLoveGauntlet025,-2,pikachuprobably,MeepSquared,2-0
2021-07-02T23:25:13.665+01:00,ToughLoveGauntlet025,-2,Mikey_Mike_,Askadoodle,2-1
2021-07-02T23:25:13.669+01:00,ToughLoveGauntlet025,-3,Handsome_Phil,pikachuprobably,3-0
2021-07-02T23:25:13.673+01:00,ToughLoveGauntlet025,-3,Kyochan_Bridge,Mikey_Mike_,0-3
2021-07-02T23:25:13.677+01:00,ToughLoveGauntlet025,-4,Handsome_Phil,Mikey_Mike_,3-2
2021-07-02T23:25:13.681+01:00,ToughLoveGauntlet025,-5,SWAG | Waddle,Handsome_Phil,3-1
2021-07-02T23:25:13.684+01:00,ToughLoveGauntlet025,5,YC | YungDab,SWAG | Waddle,3-0
2021-07-09T19:27:56.927-03:00,ToughLoveGauntlet026,1,TrunksEsp,RKsmashbros,2-0
2021-07-09T19:27:56.934-03:00,ToughLoveGauntlet026,2,E_Sid,TrunksEsp,2-0
2021-07-09T19:27:56.946-03:00,ToughLoveGauntlet026,2,Askadoodle,pikachuprobably,0-2
2021-07-09T19:27:56.953-03:00,ToughLoveGauntlet026,2,Aqua Fortis (Hard Eggplant#2841),Astrian,2-1
2021-07-09T19:27:56.959-03:00,ToughLoveGauntlet026,2,ESGR (Sturdy Lemon #7871),_sebbo_,2-0
2021-07-09T19:27:56.965-03:00,ToughLoveGauntlet026,3,E_Sid,pikachuprobably,0-3
2021-07-09T19:27:56.972-03:00,ToughLoveGauntlet026,3,Aqua Fortis (Hard Eggplant#2841),ESGR (Sturdy Lemon #7871),1-3
2021-07-09T19:27:56.977-03:00,ToughLoveGauntlet026,4,pikachuprobably,ESGR (Sturdy Lemon #7871),1-3
2021-07-09T19:27:56.983-03:00,ToughLoveGauntlet026,-1,_sebbo_,RKsmashbros,0--1
2021-07-09T19:27:56.990-03:00,ToughLoveGauntlet026,-2,Astrian,_sebbo_,0--1
2021-07-09T19:27:56.997-03:00,ToughLoveGauntlet026,-2,Askadoodle,TrunksEsp,2-0
2021-07-09T19:27:57.003-03:00,ToughLoveGauntlet026,-3,E_Sid,Astrian,0-3
2021-07-09T19:27:57.009-03:00,ToughLoveGauntlet026,-3,Aqua Fortis (Hard Eggplant#2841),Askadoodle,3-0
2021-07-09T19:27:57.014-03:00,ToughLoveGauntlet026,-4,Astrian,Aqua Fortis (Hard Eggplant#2841),2-3
2021-07-09T19:27:57.020-03:00,ToughLoveGauntlet026,-5,pikachuprobably,Aqua Fortis (Hard Eggplant#2841),0-3
2021-07-09T19:27:57.025-03:00,ToughLoveGauntlet026,5,ESGR (Sturdy Lemon #7871),Aqua Fortis (Hard Eggplant#2841),2-3
2021-07-09T19:27:57.030-03:00,ToughLoveGauntlet026,5,Aqua Fortis (Hard Eggplant#2841),ESGR (Sturdy Lemon #7871),0-3
2021-07-17T05:28:37.484+07:00,ToughLoveGauntlet027,1,SWAG | Waddle,DEMIURGE_6606,0--1
2021-07-17T05:28:37.492+07:00,ToughLoveGauntlet027,1,pikachuprobably,Elitemagikarp,-1-0
2021-07-17T05:28:37.497+07:00,ToughLoveGauntlet027,1,ESGR (Sturdy Lemon #7871),Belknap,3-0
2021-07-17T05:28:37.502+07:00,ToughLoveGauntlet027,1,Askadoodle,Maximum_Bloop,3-1
2021-07-17T05:28:37.508+07:00,ToughLoveGauntlet027,2,SWAG | Waddle,Elitemagikarp,3-0
2021-07-17T05:28:37.514+07:00,ToughLoveGauntlet027,2,ESGR (Sturdy Lemon #7871),Askadoodle,3-1
2021-07-17T05:28:37.519+07:00,ToughLoveGauntlet027,3,SWAG | Waddle,ESGR (Sturdy Lemon #7871),2-3
2021-07-17T05:28:37.524+07:00,ToughLoveGauntlet027,-1,DEMIURGE_6606,pikachuprobably,-1-0
2021-07-17T05:28:37.531+07:00,ToughLoveGauntlet027,-1,Belknap,Maximum_Bloop,0-3
2021-07-17T05:28:37.536+07:00,ToughLoveGauntlet027,-2,Askadoodle,pikachuprobably,0-3
2021-07-17T05:28:37.542+07:00,ToughLoveGauntlet027,-2,Elitemagikarp,Maximum_Bloop,0-3
2021-07-17T05:28:37.547+07:00,ToughLoveGauntlet027,-3,pikachuprobably,Maximum_Bloop,3-1
2021-07-17T05:28:37.552+07:00,ToughLoveGauntlet027,-4,SWAG | Waddle,pikachuprobably,2-3
2021-07-17T05:28:37.558+07:00,ToughLoveGauntlet027,4,ESGR (Sturdy Lemon #7871),pikachuprobably,3-1
2021-07-23T22:32:33.975Z,ToughLoveGauntlet028,1,Maximum_Bloop,CyanPlayDoh,2-0
2021-07-23T22:32:33.981Z,ToughLoveGauntlet028,1,pikachuprobably,JustAnotherOnehere,2-0
2021-07-23T22:32:33.986Z,ToughLoveGauntlet028,2,YC | YungDab,Maximum_Bloop,2-0
2021-07-23T22:32:33.990Z,ToughLoveGauntlet028,2,Askadoodle,ESGR (Sturdy Lemon #7871),0-2
2021-07-23T22:32:33.995Z,ToughLoveGauntlet028,2,Wiltonlaws,pikachuprobably,0-2
2021-07-23T22:32:33.998Z,ToughLoveGauntlet028,2,SWAG | Waddle,E_Sid,2-0
2021-07-23T22:32:34.002Z,ToughLoveGauntlet028,3,YC | YungDab,ESGR (Sturdy Lemon #7871),3-0
2021-07-23T22:32:34.006Z,ToughLoveGauntlet028,3,pikachuprobably,SWAG | Waddle,2-3
2021-07-23T22:32:34.010Z,ToughLoveGauntlet028,4,YC | YungDab,SWAG | Waddle,3-2
2021-07-23T22:32:34.013Z,ToughLoveGauntlet028,-1,E_Sid,CyanPlayDoh,2-0
2021-07-23T22:32:34.017Z,ToughLoveGauntlet028,-1,Askadoodle,JustAnotherOnehere,1-2
2021-07-23T22:32:34.021Z,ToughLoveGauntlet028,-2,Wiltonlaws,E_Sid,0-2
2021-07-23T22:32:34.025Z,ToughLoveGauntlet028,-2,Maximum_Bloop,JustAnotherOnehere,0-2
2021-07-23T22:32:34.029Z,ToughLoveGauntlet028,-3,ESGR (Sturdy Lemon #7871),E_Sid,3-1
2021-07-23T22:32:34.033Z,ToughLoveGauntlet028,-3,pikachuprobably,JustAnotherOnehere,3-1
2021-07-23T22:32:34.036Z,ToughLoveGauntlet028,-4,ESGR (Sturdy Lemon #7871),pikachuprobably,3-2
2021-07-23T22:32:34.040Z,ToughLoveGauntlet028,-5,SWAG | Waddle,ESGR (Sturdy Lemon #7871),3-1
2021-07-23T22:32:34.044Z,ToughLoveGauntlet028,5,YC | YungDab,SWAG | Waddle,3-1
2021-07-31T06:29:30.153+08:00,ToughLoveGauntlet029,1,pikachuprobably,Askadoodle,2-0
2021-07-31T06:29:30.161+08:00,ToughLoveGauntlet029,1,JustAnotherOnehere,Kyochan_Bridge,2-0
2021-07-31T06:29:30.167+08:00,ToughLoveGauntlet029,2,Sturdy_Noodle,pikachuprobably,2-1
2021-07-31T06:29:30.172+08:00,ToughLoveGauntlet029,2,Wiltonlaws,Astrian,0-2
2021-07-31T06:29:30.177+08:00,ToughLoveGauntlet029,2,ESGR (Sturdy Lemon #7871),JustAnotherOnehere,2-0
2021-07-31T06:29:30.181+08:00,ToughLoveGauntlet029,2,LungsterX (Salty Lobster #9241),E_Sid,2-0
2021-07-31T06:29:30.185+08:00,ToughLoveGauntlet029,3,Sturdy_Noodle,Astrian,3-0
2021-07-31T06:29:30.189+08:00,ToughLoveGauntlet029,3,ESGR (Sturdy Lemon #7871),LungsterX (Salty Lobster #9241),3-1
2021-07-31T06:29:30.193+08:00,ToughLoveGauntlet029,4,Sturdy_Noodle,ESGR (Sturdy Lemon #7871),3-0
2021-07-31T06:29:30.197+08:00,ToughLoveGauntlet029,-1,E_Sid,Askadoodle,0-2
2021-07-31T06:29:30.202+08:00,ToughLoveGauntlet029,-1,Wiltonlaws,Kyochan_Bridge,1-2
2021-07-31T06:29:30.206+08:00,ToughLoveGauntlet029,-2,JustAnotherOnehere,Askadoodle,2-0
2021-07-31T06:29:30.210+08:00,ToughLoveGauntlet029,-2,pikachuprobably,Kyochan_Bridge,-1-0
2021-07-31T06:29:30.213+08:00,ToughLoveGauntlet029,-3,Astrian,JustAnotherOnehere,1-3
2021-07-31T06:29:30.217+08:00,ToughLoveGauntlet029,-3,LungsterX (Salty Lobster #9241),Kyochan_Bridge,3-0
2021-07-31T06:29:30.221+08:00,ToughLoveGauntlet029,-4,JustAnotherOnehere,LungsterX (Salty Lobster #9241),3-1
2021-07-31T06:29:30.225+08:00,ToughLoveGauntlet029,-5,ESGR (Sturdy Lemon #7871),JustAnotherOnehere,3--1000
2021-07-31T06:29:30.228+08:00,ToughLoveGauntlet029,5,Sturdy_Noodle,ESGR (Sturdy Lemon #7871),3-1
2021-08-07T01:28:37.559+03:00,ToughLoveGauntlet030,1,E_Sid,Askadoodle,0-3
2021-08-07T01:28:37.565+03:00,ToughLoveGauntlet030,1,ESGR (Sturdy Lemon #7871),Pur3Boii,0-3
2021-08-07T01:28:37.570+03:00,ToughLoveGauntlet030,2,SWAG | Waddle,Askadoodle,3-1
2021-08-07T01:28:37.575+03:00,ToughLoveGauntlet030,2,Wiltonlaws,Pur3Boii,0-3
2021-08-07T01:28:37.579+03:00,ToughLoveGauntlet030,3,SWAG | Waddle,Pur3Boii,3-2
2021-08-07T01:28:37.584+03:00,ToughLoveGauntlet030,-1,Wiltonlaws,E_Sid,3-0
2021-08-07T01:28:37.589+03:00,ToughLoveGauntlet030,-1,Askadoodle,ESGR (Sturdy Lemon #7871),0-3
2021-08-07T01:28:37.593+03:00,ToughLoveGauntlet030,-2,Wiltonlaws,ESGR (Sturdy Lemon #7871),3-2
2021-08-07T01:28:37.596+03:00,ToughLoveGauntlet030,-3,Pur3Boii,Wiltonlaws,3-2
2021-08-07T01:28:37.600+03:00,ToughLoveGauntlet030,4,SWAG | Waddle,Pur3Boii,3-2
2021-08-14T06:30:26.508+08:00,ToughLoveGauntlet031,1,cheeseeater,Coherek,2-0
2021-08-14T06:30:26.516+08:00,ToughLoveGauntlet031,1,E_Sid,fredruary,2-0
2021-08-14T06:30:26.521+08:00,ToughLoveGauntlet031,2,SWAG | Waddle,cheeseeater,2-0
2021-08-14T06:30:26.527+08:00,ToughLoveGauntlet031,2,Rose,Kyochan_Bridge,2-1
2021-08-14T06:30:26.531+08:00,ToughLoveGauntlet031,2,YC | YungDab,E_Sid,2-0
2021-08-14T06:30:26.535+08:00,ToughLoveGauntlet031,2,ESGR (Sturdy Lemon #7871),pikachuprobably,2-0
2021-08-14T06:30:26.539+08:00,ToughLoveGauntlet031,3,SWAG | Waddle,Rose,3-1
2021-08-14T06:30:26.544+08:00,ToughLoveGauntlet031,3,YC | YungDab,ESGR (Sturdy Lemon #7871),3-0
2021-08-14T06:30:26.548+08:00,ToughLoveGauntlet031,4,SWAG | Waddle,YC | YungDab,2-3
2021-08-14T06:30:26.551+08:00,ToughLoveGauntlet031,-1,pikachuprobably,Coherek,2-0
2021-08-14T06:30:26.556+08:00,ToughLoveGauntlet031,-1,Kyochan_Bridge,fredruary,2-1
2021-08-14T06:30:26.560+08:00,ToughLoveGauntlet031,-2,E_Sid,pikachuprobably,1-2
2021-08-14T06:30:26.564+08:00,ToughLoveGauntlet031,-2,cheeseeater,Kyochan_Bridge,0-2
2021-08-14T06:30:26.568+08:00,ToughLoveGauntlet031,-3,Rose,pikachuprobably,-1-0
2021-08-14T06:30:26.573+08:00,ToughLoveGauntlet031,-3,ESGR (Sturdy Lemon #7871),Kyochan_Bridge,3-0
2021-08-14T06:30:26.578+08:00,ToughLoveGauntlet031,-4,pikachuprobably,ESGR (Sturdy Lemon #7871),3-1
2021-08-14T06:30:26.582+08:00,ToughLoveGauntlet031,-5,SWAG | Waddle,pikachuprobably,3-0
2021-08-14T06:30:26.586+08:00,ToughLoveGauntlet031,5,YC | YungDab,SWAG | Waddle,0-3
2021-08-14T06:30:26.590+08:00,ToughLoveGauntlet031,5,SWAG | Waddle,YC | YungDab,1-3
2021-08-21T00:28:20.749+02:00,ToughLoveGauntlet032,1,YC | YungDab,Coherek,2-0
2021-08-21T00:28:20.758+02:00,ToughLoveGauntlet032,1,Askadoodle,Leo_Luster,2-0
2021-08-21T00:28:20.763+02:00,ToughLoveGauntlet032,1,JustAnotherOnehere,mpaulweeks,2-0
2021-08-21T00:28:20.769+02:00,ToughLoveGauntlet032,1,Astrian,NB_IRun,2-0
2021-08-21T00:28:20.774+02:00,ToughLoveGauntlet032,1,Wiltonlaws,Pur3Boii,2-1
2021-08-21T00:28:20.779+02:00,ToughLoveGauntlet032,1,E_Sid,pikachuprobably,0-2
2021-08-21T00:28:20.784+02:00,ToughLoveGauntlet032,1,SWAG | Waddle,hyperHICO,2-0
2021-08-21T00:28:20.788+02:00,ToughLoveGauntlet032,1,ESGR (Sturdy Lemon #7871),Momki,3-0
2021-08-21T00:28:20.792+02:00,ToughLoveGauntlet032,2,YC | YungDab,Askadoodle,2-0
2021-08-21T00:28:20.797+02:00,ToughLoveGauntlet032,2,JustAnotherOnehere,Astrian,2-0
2021-08-21T00:28:20.802+02:00,ToughLoveGauntlet032,2,Wiltonlaws,pikachuprobably,2-1
2021-08-21T00:28:20.811+02:00,ToughLoveGauntlet032,2,SWAG | Waddle,ESGR (Sturdy Lemon #7871),1-2
2021-08-21T00:28:20.817+02:00,ToughLoveGauntlet032,3,YC | YungDab,JustAnotherOnehere,3-0
2021-08-21T00:28:20.831+02:00,ToughLoveGauntlet032,3,Wiltonlaws,ESGR (Sturdy Lemon #7871),1-3
2021-08-21T00:28:20.837+02:00,ToughLoveGauntlet032,4,YC | YungDab,ESGR (Sturdy Lemon #7871),3-2
2021-08-21T00:28:20.843+02:00,ToughLoveGauntlet032,-1,Coherek,Leo_Luster,2-0
2021-08-21T00:28:20.848+02:00,ToughLoveGauntlet032,-1,mpaulweeks,NB_IRun,1-2
2021-08-21T00:28:20.853+02:00,ToughLoveGauntlet032,-1,Pur3Boii,E_Sid,2-0
2021-08-21T00:28:20.859+02:00,ToughLoveGauntlet032,-1,hyperHICO,Momki,0-2
2021-08-21T00:28:20.867+02:00,ToughLoveGauntlet032,-2,SWAG | Waddle,Coherek,1-2
2021-08-21T00:28:20.879+02:00,ToughLoveGauntlet032,-2,pikachuprobably,NB_IRun,2-0
2021-08-21T00:28:20.886+02:00,ToughLoveGauntlet032,-2,Astrian,Pur3Boii,0-2
2021-08-21T00:28:20.894+02:00,ToughLoveGauntlet032,-2,Askadoodle,Momki,0-2
2021-08-21T00:28:20.898+02:00,ToughLoveGauntlet032,-3,Coherek,pikachuprobably,0-3
2021-08-21T00:28:20.903+02:00,ToughLoveGauntlet032,-3,Pur3Boii,Momki,3-1
2021-08-21T00:28:20.907+02:00,ToughLoveGauntlet032,-4,JustAnotherOnehere,pikachuprobably,3-1
2021-08-21T00:28:20.913+02:00,ToughLoveGauntlet032,-4,Wiltonlaws,Pur3Boii,3-1
2021-08-21T00:28:20.917+02:00,ToughLoveGauntlet032,-5,JustAnotherOnehere,Wiltonlaws,2-3
2021-08-21T00:28:20.921+02:00,ToughLoveGauntlet032,-6,ESGR (Sturdy Lemon #7871),Wiltonlaws,1-3
2021-08-21T00:28:20.926+02:00,ToughLoveGauntlet032,5,YC | YungDab,Wiltonlaws,2-3
2021-08-21T00:28:20.930+02:00,ToughLoveGauntlet032,5,Wiltonlaws,YC | YungDab,3-2
2021-08-28T01:29:30.088+03:00,ToughLoveGauntlet033,1,fredruary,Pur3Boii,0--1
2021-08-28T01:29:30.094+03:00,ToughLoveGauntlet033,2,JustAnotherOnehere,fredruary,0-2
2021-08-28T01:29:30.100+03:00,ToughLoveGauntlet033,2,E_Sid,LungsterX (Salty Lobster #9241),0-2
2021-08-28T01:29:30.104+03:00,ToughLoveGauntlet033,2,SWAG | Waddle,cheeseeater,2-0
2021-08-28T01:29:30.109+03:00,ToughLoveGauntlet033,2,ESGR (Sturdy Lemon #7871),pikachuprobably,0-2
2021-08-28T01:29:30.117+03:00,ToughLoveGauntlet033,3,fredruary,LungsterX (Salty Lobster #9241),3-1
2021-08-28T01:29:30.124+03:00,ToughLoveGauntlet033,3,SWAG | Waddle,pikachuprobably,3-0
2021-08-28T01:29:30.130+03:00,ToughLoveGauntlet033,4,fredruary,SWAG | Waddle,1-3
2021-08-28T01:29:30.134+03:00,ToughLoveGauntlet033,-1,ESGR (Sturdy Lemon #7871),Pur3Boii,
2021-08-28T01:29:30.139+03:00,ToughLoveGauntlet033,-2,cheeseeater,ESGR (Sturdy Lemon #7871),0-2
2021-08-28T01:29:30.150+03:00,ToughLoveGauntlet033,-2,E_Sid,JustAnotherOnehere,
